@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'r/com/daidalos/afiledialog/FileChooserCore$1/onClick(android.view.View)','android/app/AlertDialog$Builder/setPositiveButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/view/View/getContext() android/widget/EditText/EditText(android.content.Context) android/app/AlertDialog$Builder/show() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/widget/EditText/setSingleLine() android/app/AlertDialog$Builder/setMessage(java.lang.CharSequence) android/app/AlertDialog$Builder/setView(android.view.View'
'rg/osohm/randomquoteswidget/RandomQuotesWidget/updateAppWidget(android.content.Context,android.appwidget.AppWidgetManager,int,java.lang.String[])','android/widget/RemoteViews/setTextViewText(int,java.lang.CharSequence) android/content/Intent/Intent(android.content.Context,java.lang.Class) java/lang/StringBuilder/append(int) android/content/Context/getPackageName() android/app/PendingIntent/getBroadcast(android.content.Context,int,android.content.Intent,int) java/lang/String/isEmpty() java/lang/StringBuilder/StringBuilder() java/lang/String/substring(int) java/lang/String/lastIndexOf(java.lang.String) java/lang/StringBuilder/append(java.lang.String) android/widget/RemoteViews/setOnClickPendingIntent(int,android.app.PendingIntent) android/util/Log/i(java.lang.String,java.lang.String) android/widget/RemoteViews/RemoteViews(java.lang.String,int) android/content/Intent/setAction(java.lang.String) android/content/Intent/putExtra(java.lang.String,int[]) java/lang/StringBuilder/toString() android/appwidget/AppWidgetManager/updateAppWidget(int,android.widget.RemoteViews'
'rg/osohm/randomquoteslib/FilesProcessor/checkFilePaths(java.lang.String[])','java/io/File/getName() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/String/length() java/io/File/exists() java/io/File/File(java.lang.String) java/lang/String/equals(java.lang.Object) java/lang/String/substring(int,int) java/lang/StringBuilder/append(java.lang.Object) java/lang/String/lastIndexOf(java.lang.String) java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String'
'rg/osohm/randomquoteslib/FilesProcessor/processTextFiles()','java/io/BufferedReader/close() java/util/ArrayList/ArrayList() java/io/IOException/printStackTrace() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/io/IOException/getMessage() java/util/List/size() java/io/File/File(java.lang.String) java/util/List/toArray(java.lang.Object[]) android/util/Log/e(java.lang.String,java.lang.String) java/lang/String/contentEquals(java.lang.CharSequence) java/lang/StringBuilder/setLength(int) java/lang/Integer/toString(int) java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) java/util/List/add(java.lang.Object) java/io/BufferedReader/BufferedReader(java.io.Reader) java/io/BufferedReader/readLine() java/io/FileReader/FileReader(java.io.File) java/io/FileReader/close() java/lang/StringBuilder/toString('
'r/com/daidalos/afiledialog/FileChooserActivity/onCreate(android.os.Bundle)','ar/com/daidalos/afiledialog/FileChooserActivity/getIntent() android/os/Bundle/getBoolean(java.lang.String) android/os/Bundle/get(java.lang.String) android/content/Intent/getExtras() android/os/Bundle/getString(java.lang.String) android/content/res/Resources/getColor(int) ar/com/daidalos/afiledialog/FileChooserActivity/findViewById(int) ar/com/daidalos/afiledialog/FileChooserActivity/getResources() android/app/Activity/onCreate(android.os.Bundle) android/os/Bundle/containsKey(java.lang.String) android/widget/LinearLayout/setBackgroundColor(int) ar/com/daidalos/afiledialog/FileChooserActivity/setContentView(int'
'rg/osohm/randomquoteslib/PreferencesStorage/getCurrentDataPreferences()','java/lang/StringBuilder/append(java.lang.String) android/content/SharedPreferences/getString(java.lang.String,java.lang.String) java/lang/StringBuilder/append(int) java/lang/Integer/toString(int) android/content/SharedPreferences$Editor/commit() android/content/SharedPreferences$Editor/putInt(java.lang.String,int) java/lang/StringBuilder/StringBuilder() android/content/SharedPreferences/edit() android/content/SharedPreferences/getInt(java.lang.String,int) java/lang/StringBuilder/toString('
'rg/osohm/randomquoteslib/PreferencesStorage/deleteUserPreferences()','java/io/File/getParent() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/content/SharedPreferences$Editor/clear() android/content/SharedPreferences$Editor/commit() java/io/File/File(java.lang.String) android/content/Context/getFilesDir() java/lang/StringBuilder/StringBuilder() android/content/SharedPreferences/edit() java/io/File/delete() java/lang/StringBuilder/toString('
'rg/osohm/randomquoteslib/PreferencesStorage/deleteDataPreferences()','java/io/File/getParent() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/content/SharedPreferences$Editor/clear() android/content/SharedPreferences$Editor/commit() java/io/File/File(java.lang.String) android/content/Context/getFilesDir() java/lang/StringBuilder/StringBuilder() android/content/SharedPreferences/edit() java/io/File/delete() java/lang/StringBuilder/toString('
'r/com/daidalos/afiledialog/FileChooserCore/loadFolder(java.io.File)','java/io/File/getName() java/util/List/size() java/io/File/exists() java/io/File/File(java.lang.String) java/util/LinkedList/LinkedList() java/util/List/add(java.lang.Object) java/io/File/listFiles() android/widget/LinearLayout/removeAllViews() java/io/File/getParent() java/io/File/isDirectory() android/os/Environment/getExternalStorageDirectory() java/util/Arrays/sort(java.lang.Object[],java.util.Comparator) android/widget/LinearLayout/addView(android.view.View) android/widget/LinearLayout/findViewById(int) java/util/List/get(int) java/lang/String/matches(java.lang.String) java/io/File/getPath('
'r/com/daidalos/afiledialog/FileChooserCore/notifyFileListeners(java.io.File,java.lang.String)','java/io/File/getName() android/content/Context/getString(int) java/lang/String/length() android/app/AlertDialog$Builder/setPositiveButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) java/util/List/get(int) android/app/AlertDialog$Builder/show() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) java/util/List/size() android/app/AlertDialog$Builder/setNegativeButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setMessage(java.lang.CharSequence) java/lang/String/replace(java.lang.CharSequence,java.lang.CharSequence'
'rg/osohm/randomquoteswidget/AppConfiguration/saveUserConfiguration(android.view.View)','org/osohm/randomquoteswidget/AppConfiguration/finish() android/appwidget/AppWidgetManager/getInstance(android.content.Context) java/lang/Object/toString() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/util/Log/i(java.lang.String,java.lang.String) org/osohm/randomquoteswidget/AppConfiguration/setResult(int,android.content.Intent) android/content/Intent/Intent() java/lang/StringBuilder/toString() java/lang/String/split(java.lang.String) android/content/Intent/putExtra(java.lang.String,int) android/widget/EditText/getText() android/widget/EditText/setText(java.lang.CharSequence) java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) android/widget/EditText/append(java.lang.CharSequence'
