@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'i/iki/elonen/NanoHTTPD$HTTPSession/execute()','java/lang/StringBuilder/append(java.lang.String) java/util/Map/get(java.lang.Object) java/lang/StringBuilder/toString() java/io/PushbackInputStream/read(byte[],int,int) java/net/SocketException/SocketException(java.lang.String) java/io/ByteArrayInputStream/ByteArrayInputStream(byte[],int,int) java/io/IOException/getMessage() java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/HashMap/HashMap() fi/iki/elonen/NanoHTTPD$ResponseException/getMessage() java/io/InputStreamReader/InputStreamReader(java.io.InputStream) java/io/BufferedReader/BufferedReader(java.io.Reader) fi/iki/elonen/NanoHTTPD$Method/lookup(java.lang.String) java/io/PushbackInputStream/unread(byte[],int,int'
'i/iki/elonen/NanoHTTPD$HTTPSession/decodeMultipartData(java.lang.String,java.nio.ByteBuffer,java.io.BufferedReader,java.util.Map,java.util.Map)','java/util/Map/put(java.lang.Object,java.lang.Object) java/io/IOException/getMessage() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/String/substring(int,int) java/lang/String/indexOf(java.lang.String) java/lang/String/substring(int) java/io/BufferedReader/readLine() java/util/StringTokenizer/nextToken() java/lang/String/contains(java.lang.CharSequence) java/lang/String/getBytes() java/util/StringTokenizer/hasMoreTokens() java/lang/String/indexOf(int) java/lang/StringBuilder/toString() java/lang/String/valueOf(java.lang.Object) java/lang/StringBuilder/append(java.lang.String) java/util/StringTokenizer/StringTokenizer(java.lang.String,java.lang.String) java/lang/String/trim() java/lang/String/toLowerCase(java.util.Locale) java/lang/String/length() java/util/Map/get(java.lang.Object) java/util/HashMap/HashMap('
'i/iki/elonen/NanoHTTPD$HTTPSession/decodeHeader(java.io.BufferedReader,java.util.Map,java.util.Map,java.util.Map)','java/util/Map/put(java.lang.Object,java.lang.Object) java/io/IOException/getMessage() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/String/substring(int,int) java/lang/String/substring(int) java/util/StringTokenizer/nextToken() java/util/StringTokenizer/hasMoreTokens() java/lang/String/indexOf(int) java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/lang/String/trim() java/lang/String/toLowerCase(java.util.Locale) java/lang/String/length() java/io/BufferedReader/readLine() java/util/StringTokenizer/StringTokenizer(java.lang.String'
'i/iki/elonen/NanoHTTPD$Response/send(java.io.OutputStream)','fi/iki/elonen/NanoHTTPD$Response$Status/getDescription() java/lang/String/valueOf(java.lang.Object) java/util/Iterator/hasNext() java/lang/Error/Error(java.lang.String) java/util/TimeZone/getTimeZone(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Date/Date() java/util/Set/iterator() java/text/SimpleDateFormat/SimpleDateFormat(java.lang.String,java.util.Locale) java/io/PrintWriter/PrintWriter(java.io.OutputStream) java/lang/StringBuilder/append(java.lang.String) java/text/SimpleDateFormat/format(java.util.Date) java/util/Map/get(java.lang.Object) java/io/OutputStream/flush() java/util/Iterator/next() java/util/Map/keySet() java/io/PrintWriter/print(java.lang.String) java/text/SimpleDateFormat/setTimeZone(java.util.TimeZone) java/lang/StringBuilder/toString('
'i/iki/elonen/NanoHTTPD$Response/sendAsFixedLength(java.io.OutputStream,java.io.PrintWriter)','java/io/InputStream/read(byte[],int,int) java/io/InputStream/available() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/StringBuilder/StringBuilder(java.lang.String) java/io/PrintWriter/flush() java/io/OutputStream/write(byte[],int,int) java/io/PrintWriter/print(java.lang.String) java/lang/StringBuilder/toString('
'rg/opencv/android/Camera2Renderer/openCamera(int)','java/lang/Integer/intValue() java/util/concurrent/Semaphore/tryAcquire(long,java.util.concurrent.TimeUnit) org/opencv/android/CameraGLSurfaceView/getContext() android/hardware/camera2/CameraManager/getCameraCharacteristics(java.lang.String) android/hardware/camera2/CameraCharacteristics/get(android.hardware.camera2.CameraCharacteristics$Key) java/lang/StringBuilder/append(java.lang.String) android/hardware/camera2/CameraManager/openCamera(java.lang.String,android.hardware.camera2.CameraDevice$StateCallback,android.os.Handler) android/util/Log/e(java.lang.String,java.lang.String) java/lang/RuntimeException/RuntimeException(java.lang.String) android/content/Context/getSystemService(java.lang.String) android/hardware/camera2/CameraManager/getCameraIdList() java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String'
'rg/opencv/android/Camera2Renderer/setCameraPreviewSize(int,int)','android/hardware/camera2/CameraCaptureSession/close() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/util/Size/getWidth() java/util/concurrent/Semaphore/acquire() android/util/Log/d(java.lang.String,java.lang.String) android/util/Size/getHeight() java/lang/RuntimeException/RuntimeException(java.lang.String,java.lang.Throwable) java/util/concurrent/Semaphore/release() java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String'
'rg/opencv/android/Camera2Renderer/cacPreviewSize(int,int)','android/hardware/camera2/params/StreamConfigurationMap/getOutputSizes(java.lang.Class) org/opencv/android/CameraGLSurfaceView/getContext() android/hardware/camera2/CameraManager/getCameraCharacteristics(java.lang.String) android/hardware/camera2/CameraCharacteristics/get(android.hardware.camera2.CameraCharacteristics$Key) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/util/Size/getWidth() java/lang/Math/abs(float) android/util/Log/e(java.lang.String,java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) android/util/Size/getHeight() android/content/Context/getSystemService(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String) java/lang/StringBuilder/toString() android/util/Size/Size(int,int'
'rg/opencv/android/Camera2Renderer/createCameraPreviewSession()','android/view/Surface/Surface(android.graphics.SurfaceTexture) android/hardware/camera2/CaptureRequest$Builder/addTarget(android.view.Surface) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/util/Arrays/asList(java.lang.Object[]) android/util/Log/e(java.lang.String,java.lang.String) android/util/Size/getHeight() java/lang/RuntimeException/RuntimeException(java.lang.String,java.lang.Throwable) java/util/concurrent/Semaphore/release() java/lang/StringBuilder/toString() android/hardware/camera2/CameraDevice/createCaptureSession(java.util.List,android.hardware.camera2.CameraCaptureSession$StateCallback,android.os.Handler) android/util/Size/getWidth() java/util/concurrent/Semaphore/acquire() android/hardware/camera2/CameraDevice/createCaptureRequest(int) java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String) android/graphics/SurfaceTexture/setDefaultBufferSize(int,int'
'rg/opencv/android/Utils/loadResource(android.content.Context,int,int)','java/io/InputStream/available() java/io/InputStream/read(byte[]) java/io/ByteArrayOutputStream/ByteArrayOutputStream(int) java/io/ByteArrayOutputStream/write(byte[],int,int) java/io/InputStream/close() java/io/ByteArrayOutputStream/toByteArray() java/io/ByteArrayOutputStream/close() android/content/res/Resources/openRawResource(int) android/content/Context/getResources() java/io/ByteArrayOutputStream/size('
'rg/opencv/android/Utils/exportResource(android.content.Context,int,java.lang.String)','android/content/res/Resources/getString(int) java/io/IOException/printStackTrace() java/io/File/File(java.io.File,java.lang.String) java/io/InputStream/read(byte[]) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) java/io/File/getAbsolutePath() java/lang/String/substring(int) java/lang/StringBuilder/append(java.lang.Object) java/io/FileOutputStream/close() java/io/FileOutputStream/write(byte[],int,int) java/io/InputStream/close() java/lang/String/lastIndexOf(java.lang.String) android/content/res/Resources/openRawResource(int) java/io/FileOutputStream/FileOutputStream(java.io.File) java/lang/StringBuilder/toString() android/content/Context/getResources() android/content/Context/getDir(java.lang.String,int'
'rg/opencv/android/CameraBridgeViewBase/deliverAndDrawFrame(org.opencv.android.CameraBridgeViewBase$CvCameraViewFrame)','android/graphics/Canvas/drawBitmap(android.graphics.Bitmap,android.graphics.Rect,android.graphics.Rect,android.graphics.Paint) android/graphics/Canvas/drawColor(int,android.graphics.PorterDuff$Mode) java/lang/StringBuilder/append(int) java/lang/StringBuilder/StringBuilder(java.lang.String) android/graphics/Rect/Rect(int,int,int,int) android/util/Log/e(java.lang.String,java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) android/view/SurfaceHolder/unlockCanvasAndPost(android.graphics.Canvas) android/graphics/Canvas/getHeight() android/graphics/Bitmap/getWidth() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(java.lang.Object) org/opencv/android/CameraBridgeViewBase/getHolder() android/graphics/Bitmap/getHeight() java/lang/StringBuilder/append(float) android/graphics/Canvas/getWidth() java/lang/StringBuilder/toString() java/lang/Exception/getMessage() android/view/SurfaceHolder/lockCanvas('
'rg/opencv/android/CameraBridgeViewBase/onEnterStartedState()','org/opencv/android/CameraBridgeViewBase/getWidth() android/app/AlertDialog/show() android/util/Log/d(java.lang.String,java.lang.String) org/opencv/android/CameraBridgeViewBase/getHeight() org/opencv/android/CameraBridgeViewBase/getContext() android/app/AlertDialog$Builder/create() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/AlertDialog/setCancelable(boolean) android/app/AlertDialog/setButton(int,java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/app/AlertDialog/setMessage(java.lang.CharSequence'
'rg/opencv/android/CameraRenderer/openCamera(int)','android/hardware/Camera/setParameters(android.hardware.Camera$Parameters) android/hardware/Camera/setPreviewTexture(android.graphics.SurfaceTexture) android/hardware/Camera/open() java/lang/StringBuilder/append(java.lang.String) java/io/IOException/getMessage() android/hardware/Camera/open(int) android/util/Log/e(java.lang.String,java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) android/hardware/Camera/getNumberOfCameras() java/lang/RuntimeException/getLocalizedMessage() android/hardware/Camera/getCameraInfo(int,android.hardware.Camera$CameraInfo) android/hardware/Camera$Parameters/setFocusMode(java.lang.String) java/lang/StringBuilder/toString() java/lang/StringBuilder/append(int) java/lang/Exception/getLocalizedMessage() android/hardware/Camera$CameraInfo/Camera$CameraInfo() java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String) java/util/List/contains(java.lang.Object) android/hardware/Camera/getParameters() android/hardware/Camera$Parameters/getSupportedFocusModes('
'rg/opencv/android/CameraRenderer/setCameraPreviewSize(int,int)','android/hardware/Camera$Parameters/setPreviewSize(int,int) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/util/List/size() java/util/Iterator/next() java/lang/Math/abs(float) android/util/Log/e(java.lang.String,java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) java/util/List/get(int) android/hardware/Camera/getParameters() java/util/List/iterator() android/hardware/Camera/startPreview() android/hardware/Camera/setParameters(android.hardware.Camera$Parameters) android/hardware/Camera$Parameters/getSupportedPreviewSizes() android/hardware/Camera$Parameters/set(java.lang.String,java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String) java/lang/StringBuilder/toString() android/hardware/Camera/stopPreview('
'rg/opencv/android/JavaCameraView/initializeCamera(int,int)','java/lang/Math/min(float,float) android/hardware/Camera$Parameters/setPreviewSize(int,int) org/opencv/android/JavaCameraView/AllocateCache() java/lang/StringBuilder/append(java.lang.String) android/hardware/Camera$Parameters/getSupportedPreviewSizes() android/hardware/Camera/open(int) android/hardware/Camera$Parameters/setPreviewFormat(int) android/util/Log/e(java.lang.String,java.lang.String) android/hardware/Camera$Parameters/getPreviewSize() android/hardware/Camera$Parameters/setFocusMode(java.lang.String) android/hardware/Camera/setPreviewCallbackWithBuffer(android.hardware.Camera$PreviewCallback) android/hardware/Camera/startPreview() android/hardware/Camera/setParameters(android.hardware.Camera$Parameters) android/hardware/Camera/setPreviewTexture(android.graphics.SurfaceTexture) org/opencv/android/JavaCameraView/getLayoutParams() android/hardware/Camera/setPreviewDisplay(android.view.SurfaceHolder) org/opencv/android/JavaCameraView/calculateCameraFrameSize(java.util.List,org.opencv.android.CameraBridgeViewBase$ListItemAccessor,int,int) android/hardware/Camera/open() java/lang/StringBuilder/append(int) java/lang/Exception/getLocalizedMessage() android/hardware/Camera$CameraInfo/Camera$CameraInfo() java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String) java/lang/String/equals(java.lang.Object) java/lang/Exception/printStackTrace() android/hardware/Camera$Parameters/getPreviewFormat() android/util/Log/d(java.lang.String,java.lang.String) android/hardware/Camera/addCallbackBuffer(byte[]) android/hardware/Camera/getNumberOfCameras() java/lang/RuntimeException/getLocalizedMessage() java/lang/Integer/valueOf(int) android/graphics/ImageFormat/getBitsPerPixel(int) java/util/List/contains(java.lang.Object) android/hardware/Camera/getParameters() android/hardware/Camera$Parameters/getSupportedFocusModes() android/graphics/SurfaceTexture/SurfaceTexture(int) java/lang/StringBuilder/append(java.lang.Object) android/hardware/Camera/getCameraInfo(int,android.hardware.Camera$CameraInfo) java/lang/StringBuilder/toString() android/hardware/Camera$Parameters/setRecordingHint(boolean'
'rg/opencv/engine/OpenCVEngineInterface$Stub/onTransact(int,android.os.Parcel,android.os.Parcel,int)','android/os/Parcel/writeNoException() org/opencv/engine/OpenCVEngineInterface$Stub/installVersion(java.lang.String) org/opencv/engine/OpenCVEngineInterface$Stub/getLibraryList(java.lang.String) android/os/Parcel/writeString(java.lang.String) org/opencv/engine/OpenCVEngineInterface$Stub/getEngineVersion() org/opencv/engine/OpenCVEngineInterface$Stub/getLibPathByVersion(java.lang.String) android/os/Parcel/writeInt(int) android/os/Parcel/readString() android/os/Binder/onTransact(int,android.os.Parcel,android.os.Parcel,int) android/os/Parcel/enforceInterface(java.lang.String'
'i/iki/elonen/NanoHTTPD/decodeParameters(java.lang.String)','java/util/Map/get(java.lang.Object) java/util/HashMap/HashMap() java/lang/String/substring(int,int) java/util/List/add(java.lang.Object) java/util/StringTokenizer/nextToken() java/util/StringTokenizer/hasMoreTokens() java/lang/String/indexOf(int) java/util/Map/put(java.lang.Object,java.lang.Object) java/util/ArrayList/ArrayList() java/util/StringTokenizer/StringTokenizer(java.lang.String,java.lang.String) java/lang/String/trim() java/lang/String/substring(int) java/util/Map/containsKey(java.lang.Object'
