@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment$MailProposalTask/doInBackground(java.lang.String[])','org/apache/http/HttpEntity/getContent() android/util/Log/e(java.lang.String,java.lang.String,java.lang.Throwable) org/apache/http/StatusLine/getReasonPhrase() org/apache/http/impl/client/DefaultHttpClient/DefaultHttpClient() java/lang/Object/getClass() java/io/IOException/getLocalizedMessage() org/apache/http/HttpResponse/getEntity() java/lang/StringBuilder/toString() android/util/Base64/encodeToString(byte[],int) java/util/ArrayList/ArrayList() java/lang/Class/getSimpleName() org/apache/http/client/HttpClient/execute(org.apache.http.client.methods.HttpUriRequest) org/apache/http/client/methods/HttpPost/setHeader(java.lang.String,java.lang.String) org/apache/http/client/ClientProtocolException/getLocalizedMessage() org/apache/http/client/entity/UrlEncodedFormEntity/UrlEncodedFormEntity(java.util.List,java.lang.String) java/lang/StringBuilder/append(java.lang.String) kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/getResources() org/apache/http/message/BasicNameValuePair/BasicNameValuePair(java.lang.String,java.lang.String) org/apache/http/client/methods/HttpPost/setEntity(org.apache.http.HttpEntity) java/lang/StringBuilder/StringBuilder() java/io/InputStreamReader/InputStreamReader(java.io.InputStream) org/apache/http/StatusLine/getStatusCode() java/util/List/add(java.lang.Object) java/io/BufferedReader/BufferedReader(java.io.Reader) java/io/BufferedReader/readLine() org/apache/http/client/methods/HttpPost/HttpPost(java.lang.String) java/lang/String/getBytes('
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment$MailProposalTask/onPostExecute(kfzkennzeichen.gisbertamm.de.kfz_kennzeichen.ResultFragment$Result)','kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/getActivity() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/Toast/show() java/lang/Object/getClass() android/app/Activity/getApplicationContext() java/lang/StringBuilder/toString() java/lang/Class/getSimpleName() android/os/AsyncTask/onPostExecute(java.lang.Object) java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String'
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/openWikipediaPage(kfzkennzeichen.gisbertamm.de.kfz_kennzeichen.persistence.SavedEntry)','android/content/Intent/setData(android.net.Uri) java/lang/Class/getSimpleName() java/lang/StringBuilder/append(java.lang.String) android/net/Uri/parse(java.lang.String) android/content/Intent/Intent(java.lang.String) java/lang/Object/getClass() kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/startActivity(android.content.Intent) java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String'
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)','kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/getActivity() android/widget/ImageView/setImageDrawable(android.graphics.drawable.Drawable) android/widget/TextView/setClickable(boolean) java/lang/StringBuilder/StringBuilder() android/content/res/Resources/getDrawable(int) android/widget/Button/setVisibility(int) java/lang/Object/getClass() java/lang/StringBuilder/toString() java/lang/Class/getSimpleName() android/view/View/setVisibility(int) android/content/res/Resources/getIdentifier(java.lang.String,java.lang.String,java.lang.String) android/widget/ImageView/setClickable(boolean) java/lang/StringBuilder/append(java.lang.String) kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/getResources() android/app/Activity/getPackageName() android/view/LayoutInflater/inflate(int,android.view.ViewGroup,boolean) android/view/View/findViewById(int) android/widget/ImageView/setOnClickListener(android.view.View$OnClickListener) android/widget/TextView/setText(java.lang.CharSequence) kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/getString(int) android/util/Log/e(java.lang.String,java.lang.String) android/widget/TextView/setOnClickListener(android.view.View$OnClickListener) android/widget/Button/setOnClickListener(android.view.View$OnClickListener'
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/SearchActivity/onSearchCompleted(kfzkennzeichen.gisbertamm.de.kfz_kennzeichen.persistence.SavedEntry,java.lang.String)','android/app/FragmentTransaction/commit() java/lang/Class/getSimpleName() java/lang/StringBuilder/append(java.lang.String) android/app/FragmentTransaction/addToBackStack(java.lang.String) android/app/FragmentTransaction/replace(int,android.app.Fragment,java.lang.String) android/app/FragmentManager/beginTransaction() kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/SearchActivity/getFragmentManager() java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/lang/Object/getClass('
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/persistence/DatabaseHandler/createDataBase()','java/lang/Class/getSimpleName() android/database/sqlite/SQLiteDatabase/getVersion() android/database/sqlite/SQLiteDatabase/close() java/lang/Object/getClass() kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/persistence/DatabaseHandler/getReadableDatabase() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) java/lang/StringBuilder/toString('
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/persistence/DatabaseHandler/addJokes(java.lang.String,kfzkennzeichen.gisbertamm.de.kfz_kennzeichen.persistence.SavedEntry)','java/lang/Class/getSimpleName() java/lang/String/valueOf(java.lang.Object) android/database/sqlite/SQLiteDatabase/query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) android/database/Cursor/getCount() android/database/Cursor/getString(int) java/lang/Object/getClass() android/database/Cursor/moveToFirst() android/database/Cursor/moveToNext() android/database/Cursor/isAfterLast('
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/persistence/DatabaseHandler/searchRandom()','java/lang/Class/getSimpleName() java/sql/SQLException/printStackTrace() android/database/sqlite/SQLiteDatabase/query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) java/lang/Integer/parseInt(java.lang.String) android/database/Cursor/getCount() android/database/Cursor/getString(int) java/lang/Object/getClass() android/database/Cursor/moveToFirst('
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/persistence/DatabaseHandler/searchForCode(java.lang.String)','java/lang/Class/getSimpleName() java/lang/String/valueOf(java.lang.Object) java/sql/SQLException/printStackTrace() android/database/sqlite/SQLiteDatabase/query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) java/lang/Integer/parseInt(java.lang.String) android/database/Cursor/getCount() android/database/Cursor/getString(int) java/lang/Object/getClass() android/database/Cursor/moveToFirst('
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/persistence/DatabaseHandler/copyDataBase()','java/io/OutputStream/close() java/lang/Class/getSimpleName() java/io/InputStream/read(byte[]) java/lang/StringBuilder/append(java.lang.String) java/io/OutputStream/flush() android/content/res/AssetManager/open(java.lang.String) java/io/FileOutputStream/FileOutputStream(java.lang.String) java/io/InputStream/close() java/lang/RuntimeException/RuntimeException(java.lang.String,java.lang.Throwable) java/lang/Object/getClass() java/io/File/getPath() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) java/io/OutputStream/write(byte[],int,int) android/content/Context/getDatabasePath(java.lang.String) java/lang/StringBuilder/toString() android/content/Context/getAssets('
'fzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment$2/onClick(android.view.View)','kfzkennzeichen/gisbertamm/de/kfz_kennzeichen/ResultFragment/getActivity() android/app/AlertDialog$Builder/setTitle(java.lang.CharSequence) android/widget/LinearLayout/addView(android.view.View) android/app/AlertDialog$Builder/setNegativeButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/widget/LinearLayout/setPadding(int,int,int,int) android/app/AlertDialog$Builder/setPositiveButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/text/InputFilter$LengthFilter/InputFilter$LengthFilter(int) android/app/AlertDialog$Builder/show() android/widget/LinearLayout/setOrientation(int) android/widget/LinearLayout/setGravity(int) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/widget/EditText/setFilters(android.text.InputFilter[]) android/widget/EditText/EditText(android.content.Context) android/widget/LinearLayout/LinearLayout(android.content.Context) android/app/AlertDialog$Builder/setMessage(java.lang.CharSequence) android/app/AlertDialog$Builder/setView(android.view.View'
