@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'ws/apps/keyeventdisplay/ui/MyAlertBox/LinkifyText(android.content.Context,java.lang.String)','android/text/method/LinkMovementMethod/getInstance() android/widget/TextView/setText(java.lang.CharSequence) android/widget/ScrollView/setPadding(int,int,int,int) android/widget/TextView/setTextColor(int) android/content/Context/getResources() android/widget/TextView/setMovementMethod(android.text.method.MovementMethod) android/content/res/Resources/getColor(int) android/widget/ScrollView/ScrollView(android.content.Context) android/widget/TextView/TextView(android.content.Context'
'ws/apps/keyeventdisplay/monitors/LogCatMonitor/run()','aws/apps/keyeventdisplay/monitors/LogCatMonitor/execute(java.lang.String[]) java/lang/StringBuilder/append(java.lang.String) java/io/IOException/getMessage() java/lang/StringBuilder/StringBuilder(java.lang.String) aws/apps/keyeventdisplay/monitors/LogCatMonitor/stopCatter() java/io/BufferedReader/readLine() java/lang/String/contains(java.lang.CharSequence) java/lang/StringBuilder/toString() java/io/BufferedReader/close() android/util/Log/w(java.lang.String,java.lang.String) java/lang/Process/getInputStream() android/util/Log/e(java.lang.String,java.lang.String) aws/apps/keyeventdisplay/monitors/LogCatMonitor/isValidLine(java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) java/io/InputStreamReader/InputStreamReader(java.io.InputStream) java/io/BufferedReader/BufferedReader(java.io.Reader,int'
'ws/apps/keyeventdisplay/monitors/AbstractMonitor/getFilterWords()','java/lang/String/valueOf(java.lang.Object) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Iterator/next() java/lang/StringBuffer/toString() java/util/Set/iterator() java/lang/StringBuffer/append(java.lang.String) java/lang/StringBuffer/StringBuffer() java/lang/StringBuilder/toString('
'ws/apps/keyeventdisplay/MainActivity/displayKeyEvent(java.lang.String,android.view.KeyEvent,int)','android/view/KeyEvent/getRepeatCount() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/text/Html/fromHtml(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) android/view/KeyEvent/getNumber() java/lang/StringBuilder/StringBuilder() android/view/KeyEvent/getFlags() java/lang/String/replace(java.lang.CharSequence,java.lang.CharSequence) java/lang/StringBuilder/append(char) android/widget/TextView/append(java.lang.CharSequence) android/view/KeyEvent/getAction() java/lang/StringBuilder/toString() android/view/KeyEvent/getScanCode() android/view/KeyEvent/getCharacters() android/view/KeyEvent/getMetaState() android/view/KeyEvent/getDisplayLabel() android/view/KeyEvent/getKeyCode('
'ws/apps/keyeventdisplay/MainActivity/onStart()','aws/apps/keyeventdisplay/monitors/KernelLogMonitor/start() java/lang/StringBuilder/append(java.lang.String) android/app/Activity/onStart() java/lang/StringBuilder/StringBuilder(java.lang.String) aws/apps/keyeventdisplay/monitors/KernelLogMonitor/getFilterWords() android/content/res/Resources/getStringArray(int) aws/apps/keyeventdisplay/MainActivity/getResources() java/lang/StringBuilder/toString() android/util/Log/d(java.lang.String,java.lang.String) aws/apps/keyeventdisplay/monitors/LogCatMonitor/start('
'ws/apps/keyeventdisplay/MainActivity/getExportText()','java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/CharSequence/toString() android/widget/TextView/getText() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/StringBuffer/toString() java/lang/StringBuffer/append(java.lang.String) java/lang/StringBuffer/StringBuffer() java/lang/StringBuilder/toString('
'ws/apps/keyeventdisplay/MainActivity/onBtnBreakClick(android.view.View)','android/content/res/Resources/getColor(int) java/lang/StringBuilder/append(int) android/text/Html/fromHtml(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) android/widget/TextView/append(java.lang.CharSequence) aws/apps/keyeventdisplay/MainActivity/getResources() java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) aws/apps/keyeventdisplay/MainActivity/getString(int'
'ws/apps/keyeventdisplay/MainActivity/onBtnShareClick(android.view.View)','android/widget/TextView/getText() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/StringBuilder/append(java.lang.String) aws/apps/keyeventdisplay/MainActivity/getString(int) java/lang/String/length() java/lang/CharSequence/toString() java/lang/String/equals(java.lang.Object) java/util/Date/Date() java/lang/StringBuilder/toString('
'ws/apps/keyeventdisplay/MainActivity/onBtnSaveClick(android.view.View)','android/os/Environment/getExternalStorageDirectory() android/widget/TextView/getText() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/StringBuilder/append(java.lang.String) aws/apps/keyeventdisplay/MainActivity/getString(int) java/lang/String/length() java/lang/CharSequence/toString() java/lang/String/equals(java.lang.Object) java/util/Date/Date() java/lang/StringBuilder/toString('
'ws/apps/keyeventdisplay/monitors/KernelLogMonitor/run()','java/io/BufferedReader/close() java/lang/StringBuilder/append(java.lang.String) java/io/IOException/getMessage() java/io/DataInputStream/DataInputStream(java.io.InputStream) java/lang/StringBuilder/StringBuilder(java.lang.String) java/io/OutputStreamWriter/write(java.lang.String) java/io/BufferedReader/readLine() java/io/OutputStreamWriter/OutputStreamWriter(java.io.OutputStream) java/lang/Process/getInputStream() aws/apps/keyeventdisplay/monitors/KernelLogMonitor/isValidLine(java.lang.String) aws/apps/keyeventdisplay/monitors/KernelLogMonitor/stopCatter() aws/apps/keyeventdisplay/monitors/KernelLogMonitor/execute(java.lang.String) java/io/OutputStreamWriter/close() android/util/Log/e(java.lang.String,java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) java/io/InputStreamReader/InputStreamReader(java.io.InputStream) java/io/BufferedReader/BufferedReader(java.io.Reader,int) java/lang/StringBuilder/toString() java/lang/Process/getOutputStream() java/io/OutputStreamWriter/flush('
'ws/apps/keyeventdisplay/util/UsefulBits/saveToFile(java.lang.String,java.io.File,java.lang.String)','java/io/File/canWrite() java/io/File/File(java.io.File,java.lang.String) java/io/BufferedWriter/BufferedWriter(java.io.Writer) java/lang/StringBuilder/append(java.lang.String) android/os/Environment/getExternalStorageState() java/lang/StringBuilder/StringBuilder(java.lang.String) java/io/BufferedWriter/close() java/lang/String/equals(java.lang.Object) android/util/Log/d(java.lang.String,java.lang.String) java/io/File/getAbsolutePath() java/io/BufferedWriter/write(java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) java/io/FileWriter/FileWriter(java.io.File) java/lang/Exception/Exception() java/lang/StringBuilder/toString() java/lang/Exception/getMessage('
