@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'om/topodroid/proj4/WorldMagneticModel/loadWMM(android.content.Context,int)','java/io/InputStreamReader/InputStreamReader(java.io.InputStream) java/lang/String/startsWith(java.lang.String) android/content/Context/getAssets() java/lang/Float/parseFloat(java.lang.String) java/lang/String/split(java.lang.String) java/io/InputStreamReader/close() java/lang/Integer/parseInt(java.lang.String) java/io/BufferedReader/BufferedReader(java.io.Reader) java/io/BufferedReader/readLine('
'om/topodroid/proj4/CRSdatabase/getCountryNames(long)','java/util/ArrayList/ArrayList() android/database/sqlite/SQLiteDatabase/query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String) java/lang/Long/toString(long) android/database/Cursor/close() java/util/ArrayList/add(java.lang.Object) android/database/Cursor/isClosed() android/database/Cursor/getString(int) android/database/Cursor/moveToFirst() android/database/Cursor/moveToNext('
'om/topodroid/proj4/CRSNewDialog/onClick(android.view.View)','com/topodroid/proj4/Proj4Activity/startActivity(android.content.Intent) android/widget/EditText/setError(java.lang.CharSequence) java/lang/Object/toString() android/content/Intent/Intent(java.lang.String,android.net.Uri) android/widget/EditText/getText() android/net/Uri/parse(java.lang.String) java/lang/Integer/parseInt(java.lang.String) java/lang/String/length() com/topodroid/proj4/CRSNewDialog/dismiss('
'om/topodroid/proj4/CRSListDialog/onCreate(android.os.Bundle)','android/widget/ListView/setAdapter(android.widget.ListAdapter) com/topodroid/proj4/CRSListDialog/setTitle(int) android/widget/ArrayAdapter/ArrayAdapter(android.content.Context,int) com/topodroid/proj4/CRSListDialog/findViewById(int) android/widget/Button/setOnClickListener(android.view.View$OnClickListener) android/widget/ListView/setDividerHeight(int) com/topodroid/proj4/CRSListDialog/setContentView(int) android/app/Dialog/onCreate(android.os.Bundle) android/widget/ListView/setOnItemLongClickListener(android.widget.AdapterView$OnItemLongClickListener) android/widget/ListView/setOnItemClickListener(android.widget.AdapterView$OnItemClickListener'
'om/topodroid/proj4/CRSListDialog/onItemClick(android.widget.AdapterView,android.view.View,int,long)','android/widget/ArrayAdapter/getItem(int) android/util/Log/v(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/CharSequence/toString() android/widget/TextView/getText() com/topodroid/proj4/CRSListDialog/dismiss() java/lang/StringBuilder/StringBuilder() java/lang/String/substring(int) java/lang/String/indexOf(int) java/lang/StringBuilder/toString('
'om/topodroid/proj4/CRSListDialog/onItemLongClick(android.widget.AdapterView,android.view.View,int,long)','android/widget/ArrayAdapter/getItem(int) android/util/Log/v(java.lang.String,java.lang.String) com/topodroid/proj4/CRSEditDialog/show() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/CharSequence/toString() android/widget/TextView/getText() java/lang/StringBuilder/StringBuilder() java/lang/String/substring(int) java/lang/String/indexOf(int) java/lang/StringBuilder/toString('
'om/topodroid/proj4/CRSListDialog/updateList()','java/util/ArrayList/iterator() java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/Iterator/next() java/lang/StringBuilder/append(long) java/lang/StringBuilder/StringBuilder() android/widget/ArrayAdapter/clear() android/widget/ArrayAdapter/add(java.lang.Object) java/lang/StringBuilder/toString('
'om/topodroid/proj4/Proj4CountryDialog/onCreate(android.os.Bundle)','android/widget/ListView/setAdapter(android.widget.ListAdapter) android/app/Dialog/onCreate(android.os.Bundle) com/topodroid/proj4/Proj4CountryDialog/setContentView(int) android/widget/Button/setText(java.lang.CharSequence) com/topodroid/proj4/Proj4CountryDialog/setTitle(int) android/widget/ArrayAdapter/ArrayAdapter(android.content.Context,int) android/widget/ListView/setOnItemClickListener(android.widget.AdapterView$OnItemClickListener) com/topodroid/proj4/Proj4CountryDialog/findViewById(int) android/widget/Button/setOnClickListener(android.view.View$OnClickListener) android/widget/ListView/setDividerHeight(int'
'om/topodroid/proj4/Proj4Activity/onStart()','java/lang/Double/valueOf(double) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/app/Activity/onStart() android/widget/Button/setText(java.lang.CharSequence) android/widget/Button/setOnClickListener(android.view.View$OnClickListener) java/lang/String/startsWith(java.lang.String) android/widget/ImageButton/setOnClickListener(android.view.View$OnClickListener) java/lang/StringBuilder/toString() java/io/PrintWriter/PrintWriter(java.io.Writer) com/topodroid/proj4/Proj4Activity/finish() java/lang/String/equals(java.lang.Object) java/io/PrintWriter/format(java.util.Locale,java.lang.String,java.lang.Object[]) android/util/Log/e(java.lang.String,java.lang.String) android/widget/EditText/setText(java.lang.CharSequence) java/lang/StringBuilder/StringBuilder() android/widget/EditText/setOnLongClickListener(android.view.View$OnLongClickListener) android/widget/ImageButton/setVisibility(int) java/io/StringWriter/StringWriter() android/os/Bundle/getDouble(java.lang.String) android/os/Bundle/getString(java.lang.String'
'om/topodroid/proj4/Proj4Activity/onCreate(android.os.Bundle)','com/topodroid/proj4/Proj4Activity/setTitle(java.lang.CharSequence) com/topodroid/proj4/Proj4Activity/setContentView(int) java/lang/StringBuilder/append(java.lang.String) android/content/SharedPreferences/registerOnSharedPreferenceChangeListener(android.content.SharedPreferences$OnSharedPreferenceChangeListener) com/topodroid/proj4/Proj4Activity/findViewById(int) com/topodroid/proj4/Proj4Activity/getIntent() android/content/Intent/getExtras() android/widget/Button/setOnClickListener(android.view.View$OnClickListener) java/lang/StringBuilder/toString() android/app/Activity/onCreate(android.os.Bundle) java/lang/StringBuilder/StringBuilder() android/widget/EditText/setOnLongClickListener(android.view.View$OnLongClickListener) android/widget/ImageButton/setOnClickListener(android.view.View$OnClickListener) android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context'
'om/topodroid/proj4/Proj4Activity/coords2text(double[],int,int)','java/io/StringWriter/getBuffer() java/lang/Double/valueOf(double) java/lang/StringBuilder/append(java.lang.String) java/io/PrintWriter/PrintWriter(java.io.Writer) java/lang/StringBuilder/append(int) java/lang/StringBuilder/StringBuilder() java/io/StringWriter/StringWriter() java/lang/StringBuilder/toString() java/lang/StringBuffer/toString() java/io/PrintWriter/format(java.util.Locale,java.lang.String,java.lang.Object[]'
'om/topodroid/proj4/Proj4Activity/onLongClick(android.view.View)','java/lang/Object/toString() java/lang/String/split(java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/io/PrintWriter/PrintWriter(java.io.Writer) android/text/ClipboardManager/setText(java.lang.CharSequence) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/view/View/getId() android/widget/EditText/setText(java.lang.CharSequence) java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/toString() java/io/StringWriter/getBuffer() com/topodroid/proj4/Proj4Activity/getSystemService(java.lang.String) java/lang/String/length() android/widget/Toast/show() android/widget/EditText/getText() java/lang/StringBuffer/toString() java/io/PrintWriter/format(java.util.Locale,java.lang.String,java.lang.Object[]) java/io/StringWriter/StringWriter('
'om/topodroid/proj4/Proj4Activity/coord2text(double,int)','java/io/StringWriter/getBuffer() java/lang/Double/valueOf(double) java/lang/StringBuilder/append(java.lang.String) java/io/PrintWriter/PrintWriter(java.io.Writer) java/lang/StringBuilder/append(int) java/lang/StringBuilder/StringBuilder() java/io/StringWriter/StringWriter() java/lang/StringBuilder/toString() java/lang/StringBuffer/toString() java/io/PrintWriter/format(java.util.Locale,java.lang.String,java.lang.Object[]'
