@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
't/nWifiManager/Analyzers/IntentAnalyzer/AnalyzeIntent(android.content.Context,android.content.Intent)','java/lang/StringBuilder/append(boolean) et/nWifiManager/Message/Message/setVibrate(boolean) et/nWifiManager/Message/Message/setSound(boolean) java/lang/StringBuilder/append(java.lang.String) et/nWifiManager/Message/Message/setContentText(java.lang.CharSequence) android/content/Context/getString(int) android/net/NetworkInfo/getDetailedState() java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) et/nWifiManager/Message/Message/setTickerText(java.lang.CharSequence) android/net/NetworkInfo$State/ordinal() android/net/NetworkInfo/isConnected() java/lang/StringBuilder/append(java.lang.Object) android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context) android/net/NetworkInfo/getState() android/content/Intent/getBooleanExtra(java.lang.String,boolean) et/nWifiManager/Message/Message/setContentTitle(java.lang.CharSequence) android/content/Intent/getStringExtra(java.lang.String) android/content/SharedPreferences/getBoolean(java.lang.String,boolean) java/lang/StringBuilder/toString() et/nWifiManager/Message/Message/getContentText('
't/nWifiManager/PreferencesActivity/SetupButtons()','et/nWifiManager/PreferencesActivity/getString(int) et/nWifiManager/PreferencesActivity/getPackageManager() et/nWifiManager/PreferencesActivity/findPreference(java.lang.CharSequence) android/preference/CheckBoxPreference/isEnabled() android/preference/CheckBoxPreference/setOnPreferenceClickListener(android.preference.Preference$OnPreferenceClickListener) et/nWifiManager/PreferencesActivity/getPackageName() android/preference/Preference/setTitle(java.lang.CharSequence) java/lang/String/valueOf(java.lang.Object) android/preference/CheckBoxPreference/setEnabled(boolean) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) android/content/pm/PackageManager/getPackageInfo(java.lang.String,int) android/preference/CheckBoxPreference/isChecked() android/preference/CheckBoxPreference/setSummary(int) java/lang/StringBuilder/toString() android/preference/Preference/setOnPreferenceClickListener(android.preference.Preference$OnPreferenceClickListener'
't/nWifiManager/PreferencesActivity/Contact()','android/content/Intent/setData(android.net.Uri) et/nWifiManager/PreferencesActivity/getPackageName() java/lang/StringBuilder/append(java.lang.String) android/content/pm/PackageManager$NameNotFoundException/printStackTrace() et/nWifiManager/PreferencesActivity/getPackageManager() java/lang/StringBuilder/StringBuilder(java.lang.String) et/nWifiManager/PreferencesActivity/startActivity(android.content.Intent) android/net/Uri/parse(java.lang.String) android/content/Intent/Intent(java.lang.String) android/content/pm/PackageManager/getPackageInfo(java.lang.String,int) java/lang/StringBuilder/toString('
't/nWifiManager/Analyzers/BrutalAnalyzer/getConnectivityStatus()','android/util/Log/v(java.lang.String,java.lang.String) android/net/wifi/WifiInfo/getSSID() java/lang/StringBuilder/append(boolean) android/util/Log/d(java.lang.String,java.lang.String) android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context) et/nWifiManager/Analyzers/BrutalAnalyzer/getString(int) java/lang/StringBuilder/toString() android/net/ConnectivityManager/getNetworkInfo(int) et/nWifiManager/Analyzers/BrutalAnalyzer/getBaseContext() et/nWifiManager/Analyzers/BrutalAnalyzer/getSystemService(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) android/net/NetworkInfo/isAvailable() android/net/NetworkInfo/isConnected() android/net/wifi/WifiManager/getConnectionInfo() android/content/SharedPreferences/getBoolean(java.lang.String,boolean'
't/nWifiManager/Analyzers/BrutalAnalyzer/getip4Address()','java/net/InetAddress/getHostAddress() java/lang/StringBuilder/append(java.lang.String) java/net/InetAddress/isLoopbackAddress() java/lang/StringBuilder/StringBuilder(java.lang.String) java/net/NetworkInterface/getNetworkInterfaces() java/lang/String/toString() android/util/Log/e(java.lang.String,java.lang.String) java/util/Enumeration/nextElement() java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) org/apache/http/conn/util/InetAddressUtils/isIPv4Address(java.lang.String) java/net/NetworkInterface/getInetAddresses() java/net/SocketException/toString() java/util/Enumeration/hasMoreElements('
't/nWifiManager/LauncerActivity/onCreate(android.os.Bundle)','java/lang/StringBuilder/append(java.lang.String) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/Toast/show() java/lang/StringBuilder/StringBuilder(java.lang.String) et/nWifiManager/LauncerActivity/getApplication() java/lang/StringBuilder/toString() et/nWifiManager/LauncerActivity/finish() android/app/Activity/onCreate(android.os.Bundle) et/nWifiManager/LauncerActivity/setContentView(int'
't/nWifiManager/AnalyzeService/analyzeIntent(android.content.Intent)','android/util/Log/w(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.String) android/content/Intent/getAction() java/lang/String/equals(java.lang.Object) android/util/Log/d(java.lang.String,java.lang.String) android/content/Intent/getExtras() java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String,java.lang.Throwable'
't/nWifiManager/ConnectivityBroadcastReceiver/onReceive(android.content.Context,android.content.Intent)','android/util/Log/v(java.lang.String,java.lang.String) android/content/Intent/Intent(android.content.Context,java.lang.Class) android/content/Intent/getAction() android/content/Intent/setAction(java.lang.String) android/util/Log/d(java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) android/content/Context/startService(android.content.Intent) java/lang/Exception/getMessage() java/lang/SecurityException/getMessage() android/content/Intent/putExtras(android.content.Intent'
't/nWifiManager/Notificators/SystemNotificator/showNotification(et.nWifiManager.Message.Message)','android/util/Log/w(java.lang.String,java.lang.String) java/io/IOException/printStackTrace() java/lang/IllegalArgumentException/printStackTrace() et/nWifiManager/conState/ConnectionStatusEnum/toString() java/lang/IllegalArgumentException/getMessage() java/io/IOException/getMessage() java/lang/SecurityException/printStackTrace() java/lang/IllegalStateException/printStackTrace() java/lang/IllegalStateException/getMessage() java/lang/StringBuilder/append(java.lang.String) android/app/NotificationManager/cancel(int) android/app/NotificationManager/notify(int,android.app.Notification) java/lang/StringBuilder/StringBuilder(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) et/nWifiManager/Notificators/SystemNotificator/getSystemService(java.lang.String) java/lang/StringBuilder/toString() java/lang/SecurityException/getMessage('
't/nWifiManager/Notificators/SystemNotificator/setVisualFlags(android.app.Notification,et.nWifiManager.Message.Message)','android/content/SharedPreferences/getString(java.lang.String,java.lang.String) et/nWifiManager/Notificators/SystemNotificator/getString(int) android/util/Log/d(java.lang.String,java.lang.String) android/net/Uri/parse(java.lang.String) et/nWifiManager/Notificators/SystemNotificator/getBaseContext() android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context) et/nWifiManager/Message/Message/isVibrate() et/nWifiManager/Message/Message/isSound() android/content/SharedPreferences/getBoolean(java.lang.String,boolean'
