@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'ool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment$3$1/run()','android/app/AlertDialog$Builder/setCancelable(boolean) android/os/Looper/prepare() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/Activity/runOnUiThread(java.lang.Runnable) android/content/SharedPreferences/getString(java.lang.String,java.lang.String) tool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment/getActivity() android/app/AlertDialog$Builder/setMultiChoiceItems(java.lang.CharSequence[],boolean[],android.content.DialogInterface$OnMultiChoiceClickListener'
'ool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment$5$1/onClick(android.content.DialogInterface,int)','java/lang/Object/toString() android/widget/Toast/show() android/widget/EditText/getText() java/lang/String/matches(java.lang.String) tool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment/getActivity() android/widget/EditText/length() android/content/SharedPreferences$Editor/apply() android/widget/Toast/makeText(android.content.Context,int,int) android/content/SharedPreferences$Editor/putString(java.lang.String,java.lang.String'
'ool/xfy9326/keyblocker/service/KeyBlockService$ServiceBroadcastReceiver/onReceive(android.content.Context,android.content.Intent)','tool/xfy9326/keyblocker/service/KeyBlockService/stopSelf() android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/Toast/show() java/lang/String/equals(java.lang.Object) tool/xfy9326/keyblocker/service/KeyBlockService/disableSelf() android/content/Intent/getBooleanExtra(java.lang.String,boolean) android/content/Intent/getAction() android/content/Intent/getStringExtra(java.lang.String) android/content/SharedPreferences/getBoolean(java.lang.String,boolean'
'ool/xfy9326/keyblocker/base/BaseMethod$3/run()','java/lang/Process/getErrorStream() java/lang/Process/destroy() java/lang/Runtime/getRuntime() java/io/DataOutputStream/close() java/io/DataOutputStream/writeBytes(java.lang.String) java/lang/Runtime/exec(java.lang.String) java/lang/Exception/printStackTrace() java/io/InputStream/close() java/io/DataOutputStream/flush() java/io/DataOutputStream/DataOutputStream(java.io.OutputStream) java/lang/Process/waitFor() java/lang/Process/getOutputStream('
'ool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment$5/onPreferenceClick(android.preference.Preference)','android/app/AlertDialog$Builder/setTitle(int) android/app/AlertDialog$Builder/setNegativeButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setCancelable(boolean) android/widget/EditText/setText(java.lang.CharSequence) android/app/AlertDialog$Builder/setView(android.view.View) android/view/LayoutInflater/from(android.content.Context) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) android/view/LayoutInflater/inflate(int,android.view.ViewGroup) android/widget/EditText/setSelection(int) android/content/SharedPreferences/getString(java.lang.String,java.lang.String) tool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment/getActivity() android/widget/EditText/length() android/view/View/findViewById(int) android/app/Activity/findViewById(int) android/app/AlertDialog$Builder/show('
'ool/xfy9326/keyblocker/base/BaseMethod$4/run()','java/lang/Process/getErrorStream() java/lang/Process/destroy() java/lang/Runtime/getRuntime() java/io/DataOutputStream/close() java/io/DataOutputStream/writeBytes(java.lang.String) java/lang/Runtime/exec(java.lang.String) java/lang/Exception/printStackTrace() java/io/InputStream/close() java/io/DataOutputStream/flush() java/io/DataOutputStream/DataOutputStream(java.io.OutputStream) java/lang/Process/waitFor() java/lang/Process/getOutputStream('
'ool/xfy9326/keyblocker/base/BaseMethod$5/run()','java/lang/Process/getErrorStream() java/lang/Process/destroy() java/lang/Runtime/getRuntime() java/io/DataOutputStream/close() java/io/DataOutputStream/writeBytes(java.lang.String) java/lang/Runtime/exec(java.lang.String) java/lang/Exception/printStackTrace() java/io/InputStream/close() java/io/DataOutputStream/flush() java/io/DataOutputStream/DataOutputStream(java.io.OutputStream) java/lang/Process/waitFor() java/lang/Process/getOutputStream('
'ool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment$7/onPreferenceChange(android.preference.Preference,java.lang.Object)','android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) tool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment/getActivity() android/app/AlertDialog$Builder/setNegativeButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setCancelable(boolean) android/app/AlertDialog$Builder/setMessage(int) android/app/AlertDialog$Builder/show() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) java/lang/Boolean/booleanValue() android/app/AlertDialog$Builder/setTitle(int'
'ool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment$9/onPreferenceClick(android.preference.Preference)','android/app/AlertDialog$Builder/setTitle(int) android/app/AlertDialog$Builder/setNegativeButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setCancelable(boolean) android/widget/EditText/setText(java.lang.CharSequence) android/app/AlertDialog$Builder/setView(android.view.View) android/view/LayoutInflater/from(android.content.Context) android/app/AlertDialog$Builder/setNeutralButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) android/view/LayoutInflater/inflate(int,android.view.ViewGroup) android/widget/EditText/setSelection(int) android/content/SharedPreferences/getString(java.lang.String,java.lang.String) tool/xfy9326/keyblocker/activity/SettingsActivity$PrefsFragment/getActivity() android/widget/EditText/length() android/view/View/findViewById(int) android/app/Activity/findViewById(int) android/app/AlertDialog$Builder/show('
'ool/xfy9326/keyblocker/service/KeyBlockService/currentUseCheck(java.lang.String,java.lang.String)','java/util/ArrayList/iterator() java/lang/String/equalsIgnoreCase(java.lang.String) java/lang/String/split(java.lang.String) java/util/ArrayList/isEmpty() android/content/SharedPreferences/getString(java.lang.String,java.lang.String) tool/xfy9326/keyblocker/service/KeyBlockService/getPackageName() java/util/Iterator/next() java/lang/String/equals(java.lang.Object) java/lang/String/contains(java.lang.CharSequence) android/content/SharedPreferences/getBoolean(java.lang.String,boolean) java/util/Iterator/hasNext() java/lang/String/toLowerCase('
