@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
't/sieke/android/cacertorgcertificateinstaller/AboutBox/Show(android.app.Activity)','android/app/AlertDialog$Builder/setTitle(java.lang.CharSequence) android/view/View/findViewById(int) android/app/AlertDialog$Builder/setPositiveButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/app/Activity/getLayoutInflater() android/app/AlertDialog$Builder/setView(android.view.View) android/text/util/Linkify/addLinks(android.widget.TextView,int) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) android/app/Activity/getString(int) android/app/AlertDialog$Builder/setCancelable(boolean) android/widget/TextView/setText(java.lang.CharSequence) java/lang/StringBuilder/StringBuilder() android/widget/TextView/TextView(android.content.Context) android/app/Activity/findViewById(int) android/app/AlertDialog$Builder/show('
'om/stericson/RootTools/internal/RootToolsInternalMethods/getMounts()','java/util/ArrayList/ArrayList() java/util/ArrayList/add(java.lang.Object) java/io/LineNumberReader/LineNumberReader(java.io.Reader) java/io/LineNumberReader/close() java/lang/String/split(java.lang.String) java/io/FileReader/FileReader(java.lang.String) java/io/File/File(java.lang.String) java/io/LineNumberReader/readLine() java/lang/Exception/Exception() java/io/FileReader/close('
'om/stericson/RootTools/internal/RootToolsInternalMethods/commandWait(com.stericson.RootTools.execution.Command)','java/lang/StringBuilder/append(java.lang.String) java/lang/Thread/currentThread() java/lang/Object/wait(long) java/lang/StringBuilder/StringBuilder() java/lang/InterruptedException/printStackTrace() java/lang/Thread/getStackTrace() java/lang/Exception/Exception() java/lang/StringBuilder/toString() java/lang/Exception/setStackTrace(java.lang.StackTraceElement[]) java/lang/Exception/printStackTrace() android/util/Log/e(java.lang.String,java.lang.String'
'om/stericson/RootTools/internal/RootToolsInternalMethods/getSymlink(java.lang.String)','java/util/ArrayList/ArrayList() java/lang/StringBuilder/append(java.lang.String) java/util/List/size() java/lang/StringBuilder/StringBuilder() java/util/List/get(int) java/lang/String/contains(java.lang.CharSequence) java/lang/StringBuilder/toString() java/lang/String/split(java.lang.String) java/lang/String/equals(java.lang.Object) java/lang/Exception/printStackTrace('
'om/stericson/RootTools/internal/RootToolsInternalMethods/getMountedAs(java.lang.String)','java/util/ArrayList/iterator() java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/Set/toArray() java/util/Iterator/next() java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/io/File/getAbsolutePath() java/lang/String/startsWith(java.lang.String) java/lang/Exception/Exception() java/lang/StringBuilder/toString('
'om/stericson/RootTools/internal/RootToolsInternalMethods/getConvertedSpace(java.lang.String)','java/lang/Math/ceil(double) java/lang/String/charAt(int) java/lang/StringBuffer/append(char) java/lang/String/length() java/lang/Character/isDigit(char) java/lang/Double/doubleValue() java/lang/StringBuffer/toString() java/lang/Double/valueOf(java.lang.String) java/lang/StringBuffer/StringBuffer('
'om/stericson/RootTools/internal/RootToolsInternalMethods/checkUtil(java.lang.String)','java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/List/addAll(java.util.Collection) java/util/Iterator/next() java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/lang/String/substring(int) java/util/List/iterator() java/lang/StringBuilder/toString() java/lang/Integer/toString(int) java/lang/String/length('
'om/stericson/RootTools/internal/RootToolsInternalMethods/findBinary(java.lang.String)','java/lang/StringBuilder/append(java.lang.String) java/util/List/isEmpty() java/util/List/addAll(java.util.Collection) java/lang/StringBuilder/StringBuilder() java/util/List/clear() java/util/List/add(java.lang.Object) java/util/List/iterator() java/lang/StringBuilder/toString() java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/util/Collections/reverse(java.util.List) java/util/Iterator/next('
'om/stericson/RootTools/internal/RootToolsInternalMethods/getSymLinks()','java/util/ArrayList/ArrayList() java/lang/String/split(java.lang.String) java/util/ArrayList/add(java.lang.Object) java/io/LineNumberReader/LineNumberReader(java.io.Reader) java/io/LineNumberReader/readLine() java/io/FileReader/close() java/io/LineNumberReader/close() java/io/FileReader/FileReader(java.lang.String) java/io/File/File(java.lang.String'
'om/stericson/RootTools/internal/RootToolsInternalMethods/exists(java.lang.String)','java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/util/List/addAll(java.util.Collection) java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/util/List/clear() java/util/List/iterator() java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/lang/String/trim() java/util/Iterator/next('
