@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'om/google/ads/i/shouldOverrideUrlLoading(android.webkit.WebView,java.lang.String)','java/util/HashMap/get(java.lang.Object) java/lang/StringBuilder/append(java.lang.String) java/util/HashMap/HashMap() java/util/HashMap/put(java.lang.Object,java.lang.Object) java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/toString('
'om/google/ads/h/onMeasure(int,int)','com/google/ads/h/getContext() android/content/res/Resources/getDisplayMetrics() com/google/ads/h/isInEditMode() java/lang/StringBuilder/append(int) com/google/ads/h/setMeasuredDimension(int,int) android/view/View$MeasureSpec/getMode(int) android/view/View$MeasureSpec/getSize(int) java/lang/StringBuilder/StringBuilder() com/google/ads/h/setVisibility(int) android/webkit/WebView/onMeasure(int,int) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/toString() android/content/Context/getResources('
'om/google/ads/k/a(com.google.ads.d,java.util.HashMap,android.webkit.WebView)','java/lang/String/split(java.lang.String,int) android/content/Context/getPackageManager() java/lang/String/split(java.lang.String) android/content/Intent/Intent(java.lang.String,android.net.Uri) java/util/HashMap/get(java.lang.Object) java/util/HashMap/HashMap() java/util/HashMap/put(java.lang.Object,java.lang.Object) java/lang/Boolean/valueOf(boolean) android/net/Uri/parse(java.lang.String) android/content/pm/PackageManager/resolveActivity(android.content.Intent,int) android/webkit/WebView/getContext('
'om/RombieSoft/timed_brightness/ScheduleConfigure/createTimePickerDialog()','android/app/Dialog/setTitle(java.lang.CharSequence) android/widget/ArrayAdapter/setDropDownViewResource(int) android/app/Dialog/setContentView(int) android/app/Dialog/findViewById(int) android/app/Dialog/Dialog(android.content.Context) android/widget/Button/setOnClickListener(android.view.View$OnClickListener) android/app/Dialog/setOwnerActivity(android.app.Activity) android/widget/Spinner/setAdapter(android.widget.SpinnerAdapter) android/widget/ArrayAdapter/ArrayAdapter(android.content.Context,int,java.lang.Object[]'
'om/RombieSoft/timed_brightness/ScheduleConfigure/onOptionsItemSelected(android.view.MenuItem)','android/content/res/Resources/getString(int) java/lang/String/replaceAll(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.String) com/RombieSoft/timed_brightness/ScheduleConfigure/getPackageManager() android/view/MenuItem/getItemId() java/lang/StringBuilder/StringBuilder() android/app/Activity/onOptionsItemSelected(android.view.MenuItem) android/content/pm/PackageManager/getPackageInfo(java.lang.String,int) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) java/lang/StringBuilder/toString() android/app/AlertDialog$Builder/setCancelable(boolean) android/app/AlertDialog/show() android/app/AlertDialog$Builder/setPositiveButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setMessage(java.lang.CharSequence) com/RombieSoft/timed_brightness/ScheduleConfigure/getResources() android/app/AlertDialog$Builder/create() android/app/AlertDialog/setOwnerActivity(android.app.Activity) com/RombieSoft/timed_brightness/ScheduleConfigure/finish() android/app/AlertDialog$Builder/setNeutralButton(int,android.content.DialogInterface$OnClickListener'
'om/RombieSoft/timed_brightness/ScheduleConfigure/buildList()','java/util/ArrayList/iterator() java/util/Iterator/hasNext() android/widget/SimpleAdapter/SimpleAdapter(android.content.Context,java.util.List,int,java.lang.String[],int[]) java/util/ArrayList/add(java.lang.Object) java/util/Collections/sort(java.util.List) android/widget/ListView/setAdapter(android.widget.ListAdapter) java/util/ArrayList/ArrayList() java/util/Iterator/next() java/util/HashMap/HashMap() java/util/HashMap/put(java.lang.Object,java.lang.Object'
'om/google/ads/l/a(com.google.ads.d,java.util.HashMap,android.webkit.WebView)','android/net/Uri/getPath() java/lang/Thread/start() java/lang/String/toLowerCase(java.util.Locale) java/lang/Thread/Thread(java.lang.Runnable) android/net/Uri/parse(java.lang.String) android/webkit/WebView/getContext() android/content/Context/getApplicationContext() java/util/HashMap/get(java.lang.Object) java/lang/String/split(java.lang.String) android/net/Uri/getHost() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/toString() java/lang/String/endsWith(java.lang.String'
'om/google/ads/ab/a(com.google.ads.d,java.util.HashMap,android.webkit.WebView)','android/text/TextUtils/isEmpty(java.lang.CharSequence) android/content/Intent/Intent(java.lang.String,android.net.Uri) java/lang/StringBuilder/StringBuilder() android/net/Uri/parse(java.lang.String) android/app/AlertDialog$Builder/create() android/content/ComponentName/ComponentName(java.lang.String,java.lang.String) android/content/Intent/Intent() java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) android/app/AlertDialog$Builder/setNegativeButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) java/util/HashMap/HashMap() android/app/AlertDialog/show() java/util/HashMap/put(java.lang.Object,java.lang.Object) android/app/AlertDialog$Builder/setPositiveButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) java/lang/String/equals(java.lang.Object) android/app/AlertDialog$Builder/setMessage(java.lang.CharSequence) android/app/Activity/getApplicationContext() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) java/util/HashMap/get(java.lang.Object) android/content/Intent/setComponent(android.content.ComponentName'
'om/google/ads/util/AdUtil/f(android.content.Context)','android/content/Context/getPackageManager() android/content/Intent/Intent(java.lang.String,android.net.Uri) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/StringBuilder/StringBuilder() android/net/Uri/parse(java.lang.String) android/content/pm/PackageManager/resolveActivity(android.content.Intent,int) android/content/pm/PackageManager/getPackageInfo(java.lang.String,int) java/lang/StringBuilder/toString('
'om/google/ads/util/AdUtil/e(android.content.Context)','android/content/Context/getPackageManager() android/content/Intent/Intent(java.lang.String,android.net.Uri) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder() android/net/Uri/parse(java.lang.String) java/lang/StringBuilder/length() java/lang/StringBuilder/toString() java/util/List/size() android/content/pm/PackageManager/queryIntentActivities(android.content.Intent,int'
