@RELATION fake

@ATTRIBUTE fqCaller STRING
@ATTRIBUTE fqCalls STRING

@DATA
rg/kde/necessitas/origo/QtActivity/loadApplication(android.os.Bundle),org.api.fake
rg/kde/necessitas/origo/QtActivity/loadApplication(android.os.Bundle),org.rand.api
rg/kde/necessitas/origo/QtActivity/ministroNotFound(),org.api.fake
rg/kde/necessitas/origo/QtActivity/ministroNotFound(),org.rand.api
rg/kde/necessitas/origo/QtActivity/onCreate(android.os.Bundle),org.api.fake
rg/kde/necessitas/origo/QtActivity/onCreate(android.os.Bundle),org.rand.api
rg/kde/necessitas/origo/QtActivity/loadApplication(android.os.Bundle),'android/app/AlertDialog/setMessage(java.lang.CharSequence) android/app/AlertDialog$Builder/create() java/lang/Exception/Exception(java.lang.String) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) org/kde/necessitas/origo/QtActivity/getClassLoader() android/os/Bundle/putString(java.lang.String,java.lang.String) android/app/AlertDialog/setButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) java/util/ArrayList/ArrayList() android/content/res/Resources/getString(int) android/os/Bundle/putStringArrayList(java.lang.String,java.util.ArrayList) java/lang/Class/newInstance() dalvik/system/DexClassLoader/loadClass(java.lang.String) android/os/Bundle/getInt(java.lang.String) android/app/AlertDialog/show() java/lang/Exception/printStackTrace() android/os/Bundle/putInt(java.lang.String,int) java/util/ArrayList/addAll(java.util.Collection) android/os/Bundle/containsKey(java.lang.String) java/io/File/getAbsolutePath() java/lang/Object/getClass() org/kde/necessitas/origo/QtActivity/getDir(java.lang.String,int) org/kde/necessitas/origo/QtActivity/getResources() android/os/Bundle/getString(java.lang.String) java/lang/reflect/Method/invoke(java.lang.Object,java.lang.Object[]) android/content/res/Resources/getStringArray(int) java/lang/Boolean/booleanValue() java/lang/System/loadLibrary(java.lang.String'
rg/kde/necessitas/origo/QtActivity/ministroNotFound(),'android/app/AlertDialog/setButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/content/res/Resources/getString(int) android/app/AlertDialog/setMessage(java.lang.CharSequence) android/app/AlertDialog/show() android/os/Bundle/containsKey(java.lang.String) android/app/AlertDialog$Builder/create() org/kde/necessitas/origo/QtActivity/getResources() android/os/Bundle/getString(java.lang.String) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context'
rg/kde/necessitas/origo/QtActivity/onCreate(android.os.Bundle),'org/kde/necessitas/origo/QtActivity/getPackageManager() android/content/pm/PackageManager$NameNotFoundException/printStackTrace() android/content/pm/PackageManager/getActivityInfo(android.content.ComponentName,int) org/kde/necessitas/origo/QtActivity/getComponentName() org/kde/necessitas/origo/QtActivity/finish() org/kde/necessitas/origo/QtActivity/setContentView(int) android/os/Bundle/getInt(java.lang.String) android/app/Activity/onCreate(android.os.Bundle) android/os/Bundle/containsKey(java.lang.String) org/kde/necessitas/origo/QtActivity/requestWindowFeature(int) org/kde/necessitas/origo/QtActivity/getLastNonConfigurationInstance('
rg/kde/necessitas/origo/QtActivity/startApp(boolean),'android/os/Bundle/putString(java.lang.String,java.lang.String) java/lang/System/getProperty(java.lang.String,java.lang.String) java/util/ArrayList/ArrayList() android/os/Bundle/putStringArrayList(java.lang.String,java.util.ArrayList) java/lang/Class/getCanonicalName() android/os/Bundle/getInt(java.lang.String) android/util/Log/e(java.lang.String,java.lang.String,java.lang.Throwable) android/os/Bundle/containsKey(java.lang.String) android/content/Intent/getExtras() android/content/Intent/Intent(java.lang.String) java/lang/SecurityException/SecurityException(java.lang.String) org/kde/necessitas/origo/QtActivity/getResources() java/lang/String/String() java/lang/StringBuilder/toString() java/lang/String/split(java.lang.String) android/os/Bundle/Bundle() java/lang/StringBuilder/append(java.lang.String) org/kde/necessitas/origo/QtActivity/getPackageManager() java/lang/String/length() android/content/pm/PackageManager/getActivityInfo(android.content.ComponentName,int) java/lang/String/equals(java.lang.Object) java/util/ArrayList/add(java.lang.Object) java/lang/StringBuilder/StringBuilder() android/os/Bundle/putInt(java.lang.String,int) android/content/res/Resources/getStringArray(int) android/os/Bundle/getString(java.lang.String) org/kde/necessitas/origo/QtActivity/bindService(android.content.Intent,android.content.ServiceConnection,int) org/kde/necessitas/origo/QtActivity/getComponentName() org/kde/necessitas/origo/QtActivity/getIntent('
