@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'/a/a/a/a/e/p/a(java.security.cert.X509Certificate)','java/util/Arrays/equals(byte[],byte[]) java/security/PublicKey/getEncoded() java/util/Iterator/next() java/security/MessageDigest/digest(byte[]) java/util/List/iterator() java/security/MessageDigest/getInstance(java.lang.String'
'om/b/b/j/a(com.b.b.c.a)','java/lang/ThreadLocal/remove() java/util/Map/put(java.lang.Object,java.lang.Object) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/lang/ThreadLocal/set(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/lang/IllegalArgumentException/IllegalArgumentException(java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/util/List/iterator() java/util/Map/remove(java.lang.Object) java/lang/StringBuilder/toString() java/util/Map/get(java.lang.Object) java/util/Iterator/next() java/util/HashMap/HashMap() java/lang/ThreadLocal/get('
'om/b/b/j/a(com.b.b.af,com.b.b.c.a)','java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/Iterator/next() java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/append(java.lang.Object) java/util/List/iterator() java/lang/StringBuilder/toString() java/lang/IllegalArgumentException/IllegalArgumentException(java.lang.String) java/util/List/contains(java.lang.Object'
'etrofit/c/m/a(java.net.HttpURLConnection)','java/util/Iterator/hasNext() java/net/URL/toString() java/util/Map$Entry/getKey() java/net/HttpURLConnection/getHeaderFields() java/net/HttpURLConnection/getContentLength() java/util/Map$Entry/getValue() java/util/List/iterator() java/util/Map/entrySet() java/net/HttpURLConnection/getURL() java/net/HttpURLConnection/getContentType() java/util/ArrayList/ArrayList() java/util/Iterator/next() java/net/HttpURLConnection/getResponseMessage() java/net/HttpURLConnection/getResponseCode() java/util/Set/iterator() java/net/HttpURLConnection/getErrorStream() java/util/List/add(java.lang.Object) java/net/HttpURLConnection/getInputStream('
'etrofit/c/m/a(java.net.HttpURLConnection,retrofit.c.k)','java/util/Iterator/hasNext() java/net/HttpURLConnection/getOutputStream() java/net/HttpURLConnection/setFixedLengthStreamingMode(int) java/util/List/iterator() java/net/HttpURLConnection/setDoOutput(boolean) java/net/HttpURLConnection/setChunkedStreamingMode(int) java/net/HttpURLConnection/setRequestMethod(java.lang.String) java/util/Iterator/next() java/net/HttpURLConnection/addRequestProperty(java.lang.String,java.lang.String) java/lang/String/valueOf(long) java/net/HttpURLConnection/setDoInput(boolean'
'om/a/a/m/run()','android/widget/TextView/setFocusable(boolean) android/app/AlertDialog$Builder/setPositiveButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/show() android/app/AlertDialog$Builder/setNeutralButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/content/res/Resources/getDisplayMetrics() android/widget/ScrollView/addView(android.view.View) android/app/AlertDialog$Builder/setTitle(java.lang.CharSequence) android/widget/TextView/setTextAppearance(android.content.Context,int) android/app/AlertDialog$Builder/setCancelable(boolean) android/app/AlertDialog$Builder/setNegativeButton(java.lang.CharSequence,android.content.DialogInterface$OnClickListener) android/widget/TextView/setText(java.lang.CharSequence) android/widget/ScrollView/setPadding(int,int,int,int) android/widget/TextView/setPadding(int,int,int,int) android/widget/ScrollView/ScrollView(android.content.Context) android/widget/TextView/TextView(android.content.Context) android/widget/TextView/setAutoLinkMask(int) android/app/AlertDialog$Builder/setView(android.view.View) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/Activity/getResources('
'etrofit/bj/a(java.lang.reflect.Type)','java/lang/reflect/GenericArrayType/getGenericComponentType() java/lang/reflect/Array/newInstance(java.lang.Class,int) java/lang/StringBuilder/StringBuilder() java/lang/IllegalArgumentException/IllegalArgumentException(java.lang.String) java/lang/IllegalArgumentException/IllegalArgumentException() java/lang/StringBuilder/toString() java/lang/reflect/ParameterizedType/getRawType() java/lang/StringBuilder/append(java.lang.String) java/lang/reflect/WildcardType/getUpperBounds() java/lang/Class/getName() java/lang/StringBuilder/append(java.lang.Object) java/lang/Object/getClass('
'etrofit/bj/a(java.lang.reflect.Type,java.lang.Class,java.lang.reflect.Type)','java/lang/reflect/GenericArrayType/getGenericComponentType() java/lang/Class/getComponentType() java/lang/reflect/ParameterizedType/getRawType() java/lang/reflect/WildcardType/getLowerBounds() java/lang/reflect/WildcardType/getUpperBounds() java/lang/Class/isArray() java/lang/reflect/ParameterizedType/getOwnerType() java/lang/reflect/ParameterizedType/getActualTypeArguments() [Ljava/lang/reflect/Type;/clone('
'etrofit/bj/a(java.lang.reflect.Type,java.lang.reflect.Type)','java/lang/reflect/TypeVariable/getGenericDeclaration() java/lang/reflect/GenericArrayType/getGenericComponentType() java/lang/Object/equals(java.lang.Object) java/util/Arrays/equals(java.lang.Object[],java.lang.Object[]) java/lang/reflect/WildcardType/getLowerBounds() java/lang/reflect/ParameterizedType/getOwnerType() java/lang/reflect/ParameterizedType/getActualTypeArguments() java/lang/reflect/TypeVariable/getName() java/lang/reflect/ParameterizedType/getRawType() java/lang/String/equals(java.lang.Object) java/lang/reflect/WildcardType/getUpperBounds('
'om/b/b/b/a/h/k()','com/b/b/b/a/h/p() java/lang/IllegalStateException/IllegalStateException(java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/lang/Double/isNaN(double) java/lang/Double/isInfinite(double) java/lang/StringBuilder/StringBuilder() java/lang/NumberFormatException/NumberFormatException(java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/append(double) java/lang/StringBuilder/toString('
