@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'rg/jsoup/helper/DataUtil/parseInputStream(java.io.InputStream,java.lang.String,java.lang.String,org.jsoup.parser.Parser)','java/io/BufferedReader/BufferedReader(java.io.Reader,int) java/nio/CharBuffer/toString() org/jsoup/nodes/Element/hasAttr(java.lang.String) java/nio/charset/Charset/forName(java.lang.String) java/util/Iterator/hasNext() org/jsoup/select/Elements/iterator() java/lang/String/replaceAll(java.lang.String,java.lang.String) java/lang/String/trim() java/io/InputStream/reset() java/io/InputStreamReader/InputStreamReader(java.io.InputStream,java.lang.String) java/io/InputStream/mark(int) java/util/Iterator/next() org/jsoup/nodes/Element/attr(java.lang.String) java/io/BufferedReader/skip(long) org/jsoup/nodes/Document/select(java.lang.String) java/io/InputStream/read() java/lang/String/equals(java.lang.Object) org/jsoup/nodes/Document/childNodeSize() org/jsoup/nodes/Document/childNode(int'
'rg/jsoup/nodes/FormElement/formData()','org/jsoup/nodes/Element/hasAttr(java.lang.String) java/lang/String/equalsIgnoreCase(java.lang.String) java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() org/jsoup/select/Elements/iterator() java/lang/String/length() java/util/Iterator/next() org/jsoup/nodes/Element/attr(java.lang.String) java/lang/String/equals(java.lang.Object) java/util/ArrayList/add(java.lang.Object'
'ndroidx/documentfile/provider/TreeDocumentFile/listFiles()','android/provider/DocumentsContract/getDocumentId(android.net.Uri) java/lang/StringBuilder/append(java.lang.String) java/util/ArrayList/toArray(java.lang.Object[]) android/content/ContentResolver/query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String) java/util/ArrayList/add(java.lang.Object) java/util/ArrayList/size() java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/append(java.lang.Object) android/database/Cursor/moveToNext() java/lang/StringBuilder/toString() android/util/Log/w(java.lang.String,java.lang.String) android/provider/DocumentsContract/buildDocumentUriUsingTree(android.net.Uri,java.lang.String) android/provider/DocumentsContract/buildChildDocumentsUriUsingTree(android.net.Uri,java.lang.String) java/util/ArrayList/ArrayList() android/content/Context/getContentResolver() android/database/Cursor/getString(int'
'rg/jsoup/safety/Whitelist/getEnforcedAttributes(java.lang.String)','java/util/Iterator/hasNext() java/util/Map$Entry/getKey() java/util/Map/get(java.lang.Object) java/util/Iterator/next() org/jsoup/safety/Whitelist$AttributeKey/toString() java/util/Set/iterator() java/util/Map/containsKey(java.lang.Object) java/util/Map$Entry/getValue() java/util/Map/entrySet() org/jsoup/safety/Whitelist$AttributeValue/toString('
'rg/jsoup/safety/Whitelist/removeAttributes(java.lang.String,java.lang.String[])','java/util/Iterator/hasNext() java/util/Map/get(java.lang.Object) java/util/Set/removeAll(java.util.Collection) java/util/Set/contains(java.lang.Object) java/util/Set/iterator() java/util/Map/containsKey(java.lang.Object) java/util/HashSet/HashSet() java/util/Set/add(java.lang.Object) java/util/Map/remove(java.lang.Object) java/util/Iterator/next() java/util/Map/keySet() java/lang/String/equals(java.lang.Object) java/util/Set/isEmpty('
'rg/jsoup/safety/Whitelist/testValidProtocol(org.jsoup.nodes.Element,org.jsoup.nodes.Attribute,java.util.Set)','java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/lang/String/length() java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/util/Set/iterator() java/lang/String/startsWith(java.lang.String) java/util/Iterator/next() org/jsoup/nodes/Element/absUrl(java.lang.String) org/jsoup/safety/Whitelist$Protocol/toString() java/lang/StringBuilder/toString('
'ndroidx/documentfile/provider/DocumentsContractApi19/queryForLong(android.content.Context,android.net.Uri,java.lang.String,long)','android/util/Log/w(java.lang.String,java.lang.String) android/database/Cursor/isNull(int) java/lang/StringBuilder/append(java.lang.String) android/database/Cursor/getLong(int) android/content/ContentResolver/query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String) java/lang/StringBuilder/StringBuilder() android/content/Context/getContentResolver() java/lang/StringBuilder/append(java.lang.Object) android/database/Cursor/moveToFirst() java/lang/StringBuilder/toString('
'ndroidx/documentfile/provider/DocumentsContractApi19/queryForString(android.content.Context,android.net.Uri,java.lang.String,java.lang.String)','android/util/Log/w(java.lang.String,java.lang.String) android/database/Cursor/isNull(int) java/lang/StringBuilder/append(java.lang.String) android/content/ContentResolver/query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String) java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/append(java.lang.Object) android/database/Cursor/moveToFirst() java/lang/StringBuilder/toString() android/content/Context/getContentResolver() android/database/Cursor/getString(int'
'rg/jsoup/nodes/Element/cssSelector()','java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/insert(int,java.lang.String) java/lang/String/length() java/lang/String/format(java.lang.String,java.lang.Object[]) java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/String/replace(char,char) java/lang/Integer/valueOf(int) org/jsoup/select/Elements/size() java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/append(char) java/lang/StringBuilder/toString('
'rg/jsoup/helper/HttpConnection$Base/headers()','java/util/Iterator/hasNext() java/util/LinkedHashMap/LinkedHashMap(int) java/util/Map$Entry/getKey() java/util/LinkedHashMap/put(java.lang.Object,java.lang.Object) java/util/Iterator/next() java/util/Set/iterator() java/util/List/get(int) java/util/Map$Entry/getValue() java/util/Map/entrySet() java/util/List/size() java/util/Map/size('
