@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'ndroid/support/v4/app/NotificationCompatJellybean/getExtras(android.app.Notification)','java/lang/reflect/Field/getType() java/lang/reflect/Field/set(java.lang.Object,java.lang.Object) android/os/Bundle/Bundle() java/lang/reflect/Field/setAccessible(boolean) android/util/Log/e(java.lang.String,java.lang.String) android/util/Log/e(java.lang.String,java.lang.String,java.lang.Throwable'
'ndroid/support/v4/app/NotificationManagerCompat$SideChannelManager/scheduleListenerRetry(android.support.v4.app.NotificationManagerCompat$SideChannelManager$ListenerRecord)','android/os/Handler/hasMessages(int,java.lang.Object) android/util/Log/w(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/os/Handler/sendMessageDelayed(android.os.Message,long) java/util/LinkedList/clear() android/util/Log/isLoggable(java.lang.String,int) java/util/LinkedList/size() java/lang/StringBuilder/append(java.lang.Object) android/os/Handler/obtainMessage(int,java.lang.Object) java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String'
'ndroid/support/v4/app/NotificationManagerCompat$SideChannelManager/ensureServiceBound(android.support.v4.app.NotificationManagerCompat$SideChannelManager$ListenerRecord)','android/util/Log/w(java.lang.String,java.lang.String) android/content/Context/unbindService(android.content.ServiceConnection) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder() android/content/Intent/Intent(java.lang.String) android/content/Context/bindService(android.content.Intent,android.content.ServiceConnection,int) java/lang/StringBuilder/append(java.lang.Object) android/content/Intent/setComponent(android.content.ComponentName) java/lang/StringBuilder/toString('
'ndroid/support/v4/app/NotificationManagerCompat$SideChannelManager/updateListenerMap()','java/util/Map/put(java.lang.Object,java.lang.Object) android/content/Context/getPackageManager() java/util/Iterator/hasNext() java/util/Set/iterator() java/util/Map/containsKey(java.lang.Object) java/util/List/iterator() android/util/Log/w(java.lang.String,java.lang.String) java/util/Iterator/remove() java/lang/StringBuilder/append(java.lang.String) java/util/Map$Entry/getKey() java/util/Iterator/next() android/content/Intent/setAction(java.lang.String) java/util/Set/equals(java.lang.Object) android/util/Log/isLoggable(java.lang.String,int) java/util/Set/contains(java.lang.Object) java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/util/Map$Entry/getValue() android/content/ComponentName/ComponentName(java.lang.String,java.lang.String) android/content/Intent/Intent() java/util/HashSet/HashSet() java/util/Map/entrySet() java/util/Set/add(java.lang.Object) java/lang/StringBuilder/toString() android/content/pm/PackageManager/queryIntentServices(android.content.Intent,int'
'ndroid/support/v4/app/NotificationManagerCompat$SideChannelManager/processListenerQueue(android.support.v4.app.NotificationManagerCompat$SideChannelManager$ListenerRecord)','java/util/LinkedList/isEmpty() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/util/LinkedList/peek() android/util/Log/isLoggable(java.lang.String,int) java/util/LinkedList/size() java/util/LinkedList/remove() java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/toString() android/util/Log/w(java.lang.String,java.lang.String,java.lang.Throwable) java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String'
'ndroid/support/v4/util/AtomicFile/startWrite()','android/util/Log/w(java.lang.String,java.lang.String) java/io/IOException/IOException(java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/io/File/exists() java/io/File/mkdir() java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/io/File/renameTo(java.io.File) java/io/File/delete() java/io/FileOutputStream/FileOutputStream(java.io.File) java/lang/StringBuilder/toString() java/io/File/getParentFile('
'ndroid/support/v4/widget/SwipeRefreshLayout/onLayout(boolean,int,int,int,int)','android/support/v4/widget/CircleImageView/getMeasuredHeight() android/support/v4/widget/SwipeRefreshLayout/getPaddingLeft() android/support/v4/widget/SwipeRefreshLayout/getPaddingBottom() android/support/v4/widget/SwipeRefreshLayout/getMeasuredWidth() android/support/v4/widget/SwipeRefreshLayout/getMeasuredHeight() android/support/v4/widget/SwipeRefreshLayout/getChildCount() android/support/v4/widget/CircleImageView/getMeasuredWidth() android/support/v4/widget/SwipeRefreshLayout/getPaddingTop() android/view/View/layout(int,int,int,int) android/support/v4/widget/SwipeRefreshLayout/getPaddingRight() android/support/v4/widget/CircleImageView/layout(int,int,int,int'
'ndroid/support/v4/widget/SwipeRefreshLayout/onMeasure(int,int)','android/support/v4/widget/CircleImageView/getMeasuredHeight() android/support/v4/widget/SwipeRefreshLayout/getPaddingLeft() android/support/v4/widget/SwipeRefreshLayout/getPaddingTop() android/support/v4/widget/SwipeRefreshLayout/getPaddingBottom() android/support/v4/widget/SwipeRefreshLayout/getMeasuredWidth() android/support/v4/widget/SwipeRefreshLayout/getPaddingRight() android/support/v4/widget/SwipeRefreshLayout/getChildCount() android/support/v4/widget/CircleImageView/measure(int,int) android/support/v4/widget/SwipeRefreshLayout/getMeasuredHeight() android/view/View$MeasureSpec/makeMeasureSpec(int,int) android/support/v4/widget/SwipeRefreshLayout/getChildAt(int) android/view/ViewGroup/onMeasure(int,int) android/view/View/measure(int,int'
'ndroid/support/v4/widget/SwipeRefreshLayout/onTouchEvent(android.view.MotionEvent)','android/support/v4/widget/CircleImageView/setVisibility(int) java/lang/Math/abs(float) android/util/Log/e(java.lang.String,java.lang.String) java/lang/Math/min(float,float) android/support/v4/widget/SwipeRefreshLayout/isEnabled() android/support/v4/widget/CircleImageView/getVisibility() java/lang/Math/max(float,float) java/lang/Math/max(double,double) java/lang/Math/pow(double,double'
'ndroid/support/v4/provider/DocumentsContractApi19/queryForLong(android.content.Context,android.net.Uri,java.lang.String,long)','android/util/Log/w(java.lang.String,java.lang.String) android/database/Cursor/isNull(int) android/database/Cursor/getLong(int) android/content/ContentResolver/query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String) java/lang/StringBuilder/StringBuilder() android/content/Context/getContentResolver() java/lang/StringBuilder/append(java.lang.Object) android/database/Cursor/moveToFirst() java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String'
