@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'rg/acra/collector/SharedPreferencesCollector/collect(android.content.Context)','java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/Map/get(java.lang.Object) java/util/Map/size() java/lang/StringBuilder/StringBuilder() java/util/Set/iterator() android/content/SharedPreferences/getAll() android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context) java/util/TreeMap/TreeMap() java/util/Iterator/next() java/util/Map/keySet() java/lang/StringBuilder/toString('
'rg/acra/ErrorReporter/notifySendReport(java.lang.String)','android/content/Intent/putExtra(java.lang.String,java.lang.String) android/app/NotificationManager/notify(int,android.app.Notification) android/content/Context/getText(int) android/app/Notification/Notification(int,java.lang.CharSequence,long) java/lang/System/currentTimeMillis() android/content/Context/getSystemService(java.lang.String) android/content/Intent/Intent(android.content.Context,java.lang.Class) java/lang/StringBuilder/append(java.lang.String) android/app/NotificationManager/cancelAll() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) android/app/PendingIntent/getActivity(android.content.Context,int,android.content.Intent,int) java/lang/StringBuilder/toString() android/app/Notification/setLatestEventInfo(android.content.Context,java.lang.CharSequence,java.lang.CharSequence,android.app.PendingIntent'
'rg/acra/ErrorReporter/endApplication()','java/lang/StringBuilder/append(java.lang.String) android/content/Context/getPackageName() java/lang/System/exit(int) android/util/Log/e(java.lang.String,java.lang.String,java.lang.Throwable) java/lang/StringBuilder/StringBuilder() android/os/Process/killProcess(int) java/lang/Throwable/getMessage() android/os/Process/myPid() java/lang/StringBuilder/toString() java/lang/Thread$UncaughtExceptionHandler/uncaughtException(java.lang.Thread,java.lang.Throwable'
'rg/acra/ErrorReporter/deletePendingReports(boolean,boolean,int)','java/io/File/File(java.io.File,java.lang.String) java/lang/StringBuilder/append(java.lang.String) android/content/Context/getFilesDir() android/util/Log/e(java.lang.String,java.lang.String) java/lang/StringBuilder/StringBuilder() java/io/File/delete() java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.Object) java/util/Arrays/sort(java.lang.Object[]'
'rg/acra/sender/GoogleFormSender/send(org.acra.collector.CrashReportData)','java/net/URL/URL(java.lang.String) java/lang/String/format(java.lang.String,java.lang.Object[]) android/net/Uri/parse(java.lang.String) android/net/Uri/toString() org/acra/collector/CrashReportData/get(java.lang.Object) java/lang/StringBuilder/toString() java/util/Map/put(java.lang.Object,java.lang.Object) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.Object'
'rg/acra/CrashReportDialog$1/onClick(android.view.View)','android/util/Log/w(java.lang.String,java.lang.String,java.lang.Throwable) android/util/Log/v(java.lang.String,java.lang.String) java/lang/Object/toString() java/lang/StringBuilder/append(java.lang.String) org/acra/CrashReportDialog/getApplicationContext() android/content/SharedPreferences/edit() android/content/SharedPreferences$Editor/commit() org/acra/CrashReportDialog/finish() org/acra/collector/CrashReportData/put(java.lang.Enum,java.lang.Object) android/widget/EditText/getText() java/lang/StringBuilder/StringBuilder() android/util/Log/d(java.lang.String,java.lang.String) android/content/SharedPreferences$Editor/putString(java.lang.String,java.lang.String) java/lang/StringBuilder/toString('
'rg/zephyrsoft/checknetwork/ConnectivityChecker$1/doInBackground(java.lang.Void[])','java/net/HttpURLConnection/disconnect() android/net/NetworkInfo/getType() java/net/URL/URL(java.lang.String) java/net/HttpURLConnection/setConnectTimeout(int) java/net/HttpURLConnection/getResponseCode() android/net/NetworkInfo/isConnected() java/net/URL/openConnection() android/net/ConnectivityManager/getActiveNetworkInfo() android/content/Context/getSystemService(java.lang.String) java/net/HttpURLConnection/connect('
'rg/acra/collector/LogFileCollector/collectLogFile(android.content.Context,java.lang.String,int)','android/content/Context/openFileInput(java.lang.String) java/lang/StringBuilder/append(java.lang.String) java/io/FileInputStream/FileInputStream(java.lang.String) java/io/BufferedReader/readLine() java/lang/String/contains(java.lang.CharSequence) java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder() java/io/InputStreamReader/InputStreamReader(java.io.InputStream) java/io/BufferedReader/BufferedReader(java.io.Reader,int'
'rg/acra/util/ReportUtils/getDisplayDetails(android.content.Context)','android/view/Display/getHeight() android/util/Log/w(java.lang.String,java.lang.String,java.lang.Throwable) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/content/Context/getPackageName() java/lang/StringBuilder/StringBuilder() android/view/WindowManager/getDefaultDisplay() java/lang/StringBuilder/append(char) android/view/Display/getPixelFormat() android/content/Context/getSystemService(java.lang.String) java/lang/StringBuilder/append(float) java/lang/StringBuilder/toString() android/util/DisplayMetrics/DisplayMetrics() android/view/Display/getWidth() android/view/Display/getRefreshRate() android/view/Display/getMetrics(android.util.DisplayMetrics'
'rg/acra/util/ReportUtils/sparseArrayToString(android.util.SparseArray)','android/util/SparseArray/size() java/lang/Object/toString() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/util/SparseArray/keyAt(int) java/lang/StringBuilder/StringBuilder() java/lang/StringBuilder/append(char) android/util/SparseArray/valueAt(int) java/lang/StringBuilder/toString('
