@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'om/kmk/Referey/ReferenceDetails/OpenFileIntent(java.lang.String)','java/lang/StringBuilder/append(java.lang.String) android/content/Intent/setDataAndType(android.net.Uri,java.lang.String) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/Toast/show() java/io/File/File(java.lang.String) com/kmk/Referey/ReferenceDetails/startActivity(android.content.Intent) android/content/Intent/setType(java.lang.String) android/net/Uri/parse(java.lang.String) android/webkit/MimeTypeMap/getMimeTypeFromExtension(java.lang.String) android/content/Intent/Intent(java.lang.String) android/content/Intent/setFlags(int) android/content/Intent/setClassName(java.lang.String,java.lang.String) android/content/Intent/putExtra(java.lang.String,java.lang.String) com/kmk/Referey/ReferenceDetails/managedQuery(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String) java/io/File/exists() android/database/Cursor/close() java/lang/StringBuilder/StringBuilder(java.lang.String) android/content/Intent/putExtra(java.lang.String,android.os.Parcelable) android/text/TextUtils/split(java.lang.String,java.lang.String) android/database/Cursor/getCount() java/lang/String/startsWith(java.lang.String) android/net/Uri/fromFile(java.io.File) com/kmk/Referey/ReferenceDetails/stopManagingCursor(android.database.Cursor) java/lang/StringBuilder/toString() android/webkit/MimeTypeMap/getSingleton('
'om/kmk/Referey/ReferenceDetails/Openfile(java.lang.String,int)','java/lang/String/valueOf(java.lang.Object) com/kmk/Referey/ReferenceDetails/getApplicationContext() android/app/AlertDialog$Builder/setTitle(java.lang.CharSequence) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) java/util/List/size() android/text/TextUtils/split(java.lang.String,java.lang.String) java/util/List/clear() java/util/List/add(java.lang.Object) android/database/Cursor/moveToFirst() android/widget/ArrayAdapter/add(java.lang.Object) android/database/Cursor/getColumnIndex(java.lang.String) android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) java/lang/String/subSequence(int,int) java/lang/StringBuilder/append(java.lang.String) java/lang/String/charAt(int) java/lang/String/length() android/widget/Toast/show() android/database/Cursor/close() java/lang/StringBuilder/StringBuilder(java.lang.String) android/widget/ArrayAdapter/ArrayAdapter(android.content.Context,int) com/kmk/Referey/ReferenceDetails/startManagingCursor(android.database.Cursor) java/lang/String/replaceFirst(java.lang.String,java.lang.String) android/net/Uri/decode(java.lang.String) android/app/AlertDialog/setOwnerActivity(android.app.Activity) java/lang/String/startsWith(java.lang.String) java/util/List/get(int) android/database/Cursor/getString(int) android/database/sqlite/SQLiteDatabase/close() android/app/AlertDialog$Builder/show() com/kmk/Referey/ReferenceDetails/stopManagingCursor(android.database.Cursor) android/database/sqlite/SQLiteDatabase/openDatabase(java.lang.String,android.database.sqlite.SQLiteDatabase$CursorFactory,int) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/AlertDialog$Builder/setSingleChoiceItems(android.widget.ListAdapter,int,android.content.DialogInterface$OnClickListener) android/database/Cursor/moveToNext() java/lang/String/matches(java.lang.String) java/lang/StringBuilder/toString() android/database/Cursor/isAfterLast('
'om/kmk/Referey/ReferenceDetails/onCreate(android.os.Bundle)','android/text/SpannableStringBuilder/append(java.lang.CharSequence) android/text/SpannableStringBuilder/SpannableStringBuilder() java/lang/String/equals(java.lang.Object) android/text/TextUtils/split(java.lang.String,java.lang.String) java/util/Calendar/getInstance() android/text/style/BackgroundColorSpan/BackgroundColorSpan(int) android/widget/Button/setOnClickListener(android.view.View$OnClickListener) com/kmk/Referey/ReferenceDetails/finish() android/database/Cursor/moveToFirst() android/os/Bundle/getString(java.lang.String) android/text/SpannableStringBuilder/length() android/widget/TextView/setMovementMethod(android.text.method.MovementMethod) java/lang/String/valueOf(char) android/database/Cursor/getColumnCount() com/kmk/Referey/ReferenceDetails/findViewById(int) com/kmk/Referey/ReferenceDetails/getIntent() android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) java/lang/Character/toUpperCase(char) java/lang/Long/parseLong(java.lang.String) java/lang/String/valueOf(java.lang.Object) com/kmk/Referey/ReferenceDetails/getApplicationContext() java/lang/String/toLowerCase() java/util/Calendar/setTimeInMillis(long) java/lang/Long/valueOf(long) com/kmk/Referey/ReferenceDetails/setResult(int) java/lang/String/replaceAll(java.lang.String,java.lang.String) android/text/SpannableStringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/text/SimpleDateFormat/format(java.util.Date) java/lang/String/charAt(int) android/text/style/RelativeSizeSpan/RelativeSizeSpan(float) android/os/Bundle/getBoolean(java.lang.String) android/database/Cursor/getColumnName(int) android/text/SpannableStringBuilder/setSpan(java.lang.Object,int,int,int) com/kmk/Referey/ReferenceDetails/setTheme(int) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/TextView/setText(java.lang.CharSequence,android.widget.TextView$BufferType) android/text/Html/fromHtml(java.lang.String) java/util/Calendar/getTime() java/lang/String/length() android/widget/Toast/show() android/text/method/LinkMovementMethod/getInstance() android/database/Cursor/close() java/lang/StringBuilder/StringBuilder(java.lang.String) android/os/Bundle/getInt(java.lang.String) java/lang/Long/longValue() android/app/Activity/onCreate(android.os.Bundle) android/widget/TextView/setTextSize(float) com/kmk/Referey/ReferenceDetails/startManagingCursor(android.database.Cursor) com/kmk/Referey/ReferenceDetails/setContentView(int) java/lang/String/substring(int) android/content/Intent/getExtras() android/database/sqlite/SQLiteDatabase/close() android/database/Cursor/getString(int) com/kmk/Referey/ReferenceDetails/stopManagingCursor(android.database.Cursor) android/database/sqlite/SQLiteDatabase/openDatabase(java.lang.String,android.database.sqlite.SQLiteDatabase$CursorFactory,int) java/text/SimpleDateFormat/SimpleDateFormat() java/lang/StringBuilder/toString() android/database/Cursor/isAfterLast() android/text/style/URLSpan/URLSpan(java.lang.String'
'om/kmk/Referey/Select/onCreate(android.os.Bundle)','android/widget/TabHost$TabSpec/setIndicator(java.lang.CharSequence,android.graphics.drawable.Drawable) android/widget/ListView/setAdapter(android.widget.ListAdapter) android/widget/TabHost/newTabSpec(java.lang.String) java/lang/StringBuilder/append(int) android/app/TabActivity/onCreate(android.os.Bundle) com/kmk/Referey/Select/getSharedPreferences(java.lang.String,int) android/widget/Button/setOnClickListener(android.view.View$OnClickListener) android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context) android/widget/TabHost/getTabWidget() java/lang/StringBuilder/toString() com/kmk/Referey/Select/findViewById(int) android/os/Bundle/getStringArrayList(java.lang.String) android/widget/TabWidget/setBackgroundColor(int) com/kmk/Referey/Select/getIntent() android/widget/ListView/getCheckedItemPosition() android/os/Bundle/getBoolean(java.lang.String) android/content/SharedPreferences/getString(java.lang.String,java.lang.String) android/widget/ListView/setItemChecked(int,boolean) java/lang/StringBuilder/StringBuilder(java.lang.String) android/widget/TabHost/addTab(android.widget.TabHost$TabSpec) com/kmk/Referey/Select/getResources() android/os/Bundle/getInt(java.lang.String) com/kmk/Referey/Select/setTheme(int) java/lang/String/equals(java.lang.Object) java/util/ArrayList/add(java.lang.Object) android/widget/TabHost$TabSpec/setContent(int) java/util/ArrayList/size() android/widget/ListView/setOnItemClickListener(android.widget.AdapterView$OnItemClickListener) android/content/res/Resources/getDrawable(int) android/widget/ListView/setChoiceMode(int) android/content/Intent/getExtras() android/widget/ArrayAdapter/ArrayAdapter(android.content.Context,int,java.util.List) android/widget/TabHost/setCurrentTabByTag(java.lang.String) com/kmk/Referey/Select/setContentView(int) android/content/SharedPreferences/getInt(java.lang.String,int) java/util/ArrayList/get(int'
'om/kmk/Referey/Preferences/onCreate(android.os.Bundle)','android/preference/CheckBoxPreference/setOnPreferenceClickListener(android.preference.Preference$OnPreferenceClickListener) android/preference/Preference/setEnabled(boolean) com/kmk/Referey/Preferences/setTheme(int) android/preference/PreferenceActivity/onCreate(android.os.Bundle) android/content/Intent/getExtras() android/preference/CheckBoxPreference/isChecked() com/kmk/Referey/Preferences/addPreferencesFromResource(int) com/kmk/Referey/Preferences/getIntent() android/os/Bundle/getBoolean(java.lang.String) com/kmk/Referey/Preferences/findPreference(java.lang.CharSequence'
'om/kmk/Referey/Sort/onCreate(android.os.Bundle)','com/kmk/Referey/Sort/getIntent() android/app/Activity/onCreate(android.os.Bundle) android/widget/RadioGroup/check(int) android/content/Intent/getExtras() android/widget/Button/setOnClickListener(android.view.View$OnClickListener) android/os/Bundle/getString(java.lang.String) com/kmk/Referey/Sort/setContentView(int) android/widget/CheckBox/setChecked(boolean) android/os/Bundle/getBoolean(java.lang.String) com/kmk/Referey/Sort/findViewById(int) com/kmk/Referey/Sort/setTheme(int) java/lang/String/equals(java.lang.Object'
'om/kmk/Referey/NumberPicker$NumberPickerInputFilter/filter(java.lang.CharSequence,int,int,android.text.Spanned,int,int)','android/text/InputFilter/filter(java.lang.CharSequence,int,int,android.text.Spanned,int,int) java/lang/String/valueOf(java.lang.Object) java/lang/String/toLowerCase() android/text/Spanned/subSequence(int,int) java/lang/StringBuilder/StringBuilder(java.lang.String) android/text/Spanned/length() java/lang/String/startsWith(java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/lang/CharSequence/subSequence(int,int) java/lang/StringBuilder/toString('
'om/kmk/Referey/list_db/PrepareApp()','com/kmk/Referey/list_db/stopManagingCursor(android.database.Cursor) com/kmk/Referey/StateButton/setEnabled(boolean) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/LinearLayout/setOnClickListener(android.view.View$OnClickListener) java/util/List/add(java.lang.Object) android/database/sqlite/SQLiteDatabase/openDatabase(java.lang.String,android.database.sqlite.SQLiteDatabase$CursorFactory,int) android/database/Cursor/getColumnIndex(java.lang.String) java/io/RandomAccessFile/close() com/kmk/Referey/list_db/setContentView(int) java/io/RandomAccessFile/read() java/util/ArrayList/ArrayList() android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) android/widget/ArrayAdapter/setDropDownViewResource(int) com/kmk/Referey/list_db/getSystemService(java.lang.String) com/kmk/Referey/list_db/startManagingCursor(android.database.Cursor) java/lang/String/valueOf(java.lang.Object) android/view/LayoutInflater/inflate(int,android.view.ViewGroup) java/util/List/remove(int) com/kmk/Referey/StateButton/setOnLongClickListener(android.view.View$OnLongClickListener) java/lang/StringBuilder/append(java.lang.String) java/io/RandomAccessFile/seek(long) java/lang/Integer/toString(int) android/widget/Toast/show() com/kmk/Referey/StateButton/setOnClickListener(android.view.View$OnClickListener) java/util/List/size() com/kmk/Referey/list_db/findViewById(int) java/io/RandomAccessFile/write(int) android/widget/Spinner/setOnItemSelectedListener(android.widget.AdapterView$OnItemSelectedListener) java/io/File/exists() android/database/Cursor/close() java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/List/addAll(java.util.Collection) java/util/HashMap/HashMap() java/util/HashMap/put(java.lang.Object,java.lang.Object) android/widget/Spinner/setSelection(int) android/widget/ArrayAdapter/ArrayAdapter(android.content.Context,int) java/io/File/File(java.lang.String) java/io/RandomAccessFile/RandomAccessFile(java.lang.String,java.lang.String) java/lang/String/equals(java.lang.Object) com/kmk/Referey/list_db/getApplicationContext() java/util/List/clear() java/lang/Integer/parseInt(java.lang.String) java/util/List/get(int) android/database/sqlite/SQLiteDatabase/close() android/database/Cursor/getString(int) java/util/List/add(int,java.lang.Object) java/util/List/set(int,java.lang.Object) android/database/Cursor/moveToFirst() android/widget/Spinner/setAdapter(android.widget.SpinnerAdapter) android/widget/ArrayAdapter/add(java.lang.Object) android/database/Cursor/moveToNext() java/util/HashMap/get(java.lang.Object) android/widget/Spinner/setOnLongClickListener(android.view.View$OnLongClickListener) java/lang/StringBuilder/toString() android/database/Cursor/isAfterLast('
'om/kmk/Referey/list_db/onTaskCompleted()','java/util/ArrayList/ArrayList(java.util.Collection) android/app/ProgressDialog/isShowing() android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) com/kmk/Referey/list_db/getApplicationContext() android/widget/ListView/setAdapter(android.widget.ListAdapter) java/util/ArrayList/ArrayList() android/widget/Toast/show() android/widget/ListView/setOnItemLongClickListener(android.widget.AdapterView$OnItemLongClickListener) android/widget/ListView/setOnItemClickListener(android.widget.AdapterView$OnItemClickListener) android/widget/ListView/setSelectionFromTop(int,int) android/app/ProgressDialog/dismiss('
'om/kmk/Referey/list_db/SetupTagsButton()','android/graphics/drawable/AnimationDrawable/start() com/kmk/Referey/StateButton/getBackground() com/kmk/Referey/StateButton/setEnabled(boolean) android/graphics/drawable/AnimationDrawable/stop() com/kmk/Referey/StateButton/setBackgroundResource(int) com/kmk/Referey/list_db$GetFilterLists/execute(java.lang.Object[]) com/kmk/Referey/StateButton/setOnLongClickListener(android.view.View$OnLongClickListener) com/kmk/Referey/StateButton/setOnClickListener(android.view.View$OnClickListener) com/kmk/Referey/list_db$GetFilterLists/getStatus('
