@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'om/mtomczak/drawgame/DrawView/onDraw(android.graphics.Canvas)','java/util/Date/Date() android/graphics/Paint/setStyle(android.graphics.Paint$Style) java/util/Date/getTime() android/graphics/Canvas/getHeight() android/graphics/Canvas/drawBitmap(android.graphics.Bitmap,android.graphics.Matrix,android.graphics.Paint) android/graphics/Canvas/drawLine(float,float,float,float,android.graphics.Paint) android/graphics/Paint/setStrokeWidth(float) android/view/View/onDraw(android.graphics.Canvas'
'om/larvalabs/svgandroid/SVGParser$SVGHandler/startElement(java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes)','java/lang/String/equalsIgnoreCase(java.lang.String) java/lang/Math/ceil(double) java/lang/Float/parseFloat(java.lang.String) android/graphics/Canvas/drawCircle(float,float,float,android.graphics.Paint) android/graphics/Canvas/drawPath(android.graphics.Path,android.graphics.Paint) java/util/Vector/add(java.lang.Object) java/util/ArrayList/get(int) java/lang/StringBuilder/append(java.lang.String) android/graphics/Paint/setAlpha(int) android/graphics/Path/lineTo(float,float) android/graphics/Canvas/drawLine(float,float,float,float,android.graphics.Paint) android/graphics/Path/Path() java/lang/Float/valueOf(float) android/graphics/Path/close() android/graphics/Path/moveTo(float,float) android/graphics/RectF/set(float,float,float,float) java/lang/String/equals(java.lang.Object) java/util/ArrayList/add(java.lang.Object) java/util/ArrayList/size() java/lang/Integer/parseInt(java.lang.String,int) android/util/Log/d(java.lang.String,java.lang.String) java/lang/StringBuilder/StringBuilder() java/lang/Math/round(float) android/graphics/RectF/RectF(float,float,float,float) java/lang/String/substring(int) java/lang/Float/floatValue() java/lang/String/startsWith(java.lang.String) java/lang/Integer/valueOf(int) android/graphics/Picture/beginRecording(int,int) android/graphics/Canvas/drawRect(float,float,float,float,android.graphics.Paint) android/graphics/Canvas/drawOval(android.graphics.RectF,android.graphics.Paint) java/lang/StringBuilder/toString('
'om/larvalabs/svgandroid/SVGParser$SVGHandler/endElement(java.lang.String,java.lang.String,java.lang.String)','java/util/HashMap/clear() java/util/HashMap/put(java.lang.Object,java.lang.Object) java/lang/String/equals(java.lang.Object) java/util/ArrayList/size() android/util/Log/d(java.lang.String,java.lang.String) java/lang/Float/floatValue() android/graphics/LinearGradient/LinearGradient(float,float,float,float,int[],float[],android.graphics.Shader$TileMode) java/util/ArrayList/get(int) java/util/HashMap/get(java.lang.Object) java/lang/Integer/intValue() android/graphics/RadialGradient/setLocalMatrix(android.graphics.Matrix) android/graphics/Picture/endRecording() android/graphics/RadialGradient/RadialGradient(float,float,float,int[],float[],android.graphics.Shader$TileMode) android/graphics/LinearGradient/setLocalMatrix(android.graphics.Matrix'
'om/larvalabs/svgandroid/SVGParser/doPath(java.lang.String)','android/graphics/Path/rMoveTo(float,float) java/lang/String/charAt(int) android/graphics/Path/lineTo(float,float) android/graphics/Path/cubicTo(float,float,float,float,float,float) android/graphics/Path/rLineTo(float,float) android/graphics/Path/Path() java/lang/String/length() android/graphics/Path/close() android/graphics/Path/moveTo(float,float'
'om/larvalabs/svgandroid/SVGParser/parseTransform(java.lang.String)','android/graphics/Matrix/postRotate(float) android/graphics/Matrix/setValues(float[]) java/util/ArrayList/size() java/lang/Math/tan(double) java/lang/String/startsWith(java.lang.String) android/graphics/Matrix/postTranslate(float,float) java/util/ArrayList/get(int) android/graphics/Matrix/postScale(float,float) java/lang/String/length() android/graphics/Matrix/Matrix() android/graphics/Matrix/postSkew(float,float) java/lang/String/substring(int) java/lang/Float/floatValue('
'om/larvalabs/svgandroid/SVGParser/parse(java.io.InputStream,java.lang.Integer,java.lang.Integer,boolean,boolean)','javax/xml/parsers/SAXParserFactory/newInstance() java/util/Vector/Vector() org/xml/sax/XMLReader/parse(org.xml.sax.InputSource) java/lang/System/currentTimeMillis() org/xml/sax/XMLReader/setContentHandler(org.xml.sax.ContentHandler) javax/xml/parsers/SAXParserFactory/newSAXParser() android/graphics/Picture/Picture() java/lang/Float/isInfinite(float) javax/xml/parsers/SAXParser/getXMLReader() org/xml/sax/InputSource/InputSource(java.io.InputStream'
'om/larvalabs/svgandroid/SVGParser/parseNumbers(java.lang.String)','java/util/ArrayList/ArrayList() java/lang/Float/parseFloat(java.lang.String) java/lang/String/length() java/lang/Float/valueOf(float) java/util/ArrayList/add(java.lang.Object) java/lang/String/substring(int,int) java/lang/String/substring(int) java/lang/String/charAt(int) java/lang/String/trim('
'om/mtomczak/drawgame/Drawgame/onCreate(android.os.Bundle)','com/mtomczak/drawgame/Drawgame/getSystemService(java.lang.String) com/mtomczak/drawgame/Drawgame/setContentView(int) com/mtomczak/drawgame/DrawView/setOnTouchListener(android.view.View$OnTouchListener) java/util/Random/Random() com/mtomczak/drawgame/Drawgame/getApplicationContext() java/util/concurrent/ScheduledThreadPoolExecutor/scheduleAtFixedRate(java.lang.Runnable,long,long,java.util.concurrent.TimeUnit) java/util/concurrent/ScheduledThreadPoolExecutor/ScheduledThreadPoolExecutor(int) com/mtomczak/drawgame/Drawgame/findViewById(int) android/app/Activity/onCreate(android.os.Bundle'
'om/mtomczak/drawgame/DrawView$1/onDrag(int,android.view.MotionEvent$PointerCoords,android.view.MotionEvent$PointerCoords)','android/graphics/Paint/setColor(int) java/util/HashMap/containsKey(java.lang.Object) android/graphics/Paint/Paint() android/graphics/Path/lineTo(float,float) android/graphics/Paint/setStrokeWidth(float) java/lang/Integer/valueOf(int) java/util/HashMap/get(java.lang.Object) com/mtomczak/drawgame/DrawView/invalidate() java/lang/Math/max(float,float) android/graphics/Paint/setStyle(android.graphics.Paint$Style) android/graphics/Canvas/drawPath(android.graphics.Path,android.graphics.Paint'
'om/mtomczak/drawgame/MultiTouchTracker/onTouchEvent(android.view.MotionEvent)','java/util/HashMap/remove(java.lang.Object) android/view/MotionEvent/getPointerCount() android/view/MotionEvent/getActionIndex() java/lang/Integer/valueOf(int) android/view/MotionEvent/getActionMasked() android/view/MotionEvent/getPointerId(int) java/util/HashMap/clear() android/view/MotionEvent/getPointerCoords(int,android.view.MotionEvent$PointerCoords) android/view/MotionEvent$PointerCoords/MotionEvent$PointerCoords() java/util/HashMap/isEmpty('
