@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
't/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/a(android.content.Context)','java/lang/StringBuilder/StringBuilder() android/webkit/WebSettings/setDatabaseEnabled(boolean) java/lang/StringBuilder/toString() it/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/setFocusable(boolean) android/webkit/WebSettings/setRenderPriority(android.webkit.WebSettings$RenderPriority) it/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/getSettings() it/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/setFocusableInTouchMode(boolean) java/lang/StringBuilder/append(java.lang.String) android/webkit/WebView/setWebChromeClient(android.webkit.WebChromeClient) android/webkit/WebView/setWebViewClient(android.webkit.WebViewClient) android/content/Context/getFilesDir() android/webkit/WebSettings/setDatabasePath(java.lang.String) android/webkit/WebSettings/setBuiltInZoomControls(boolean) java/lang/String/substring(int,int) android/webkit/WebSettings/setAllowFileAccess(boolean) it/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/setDownloadListener(android.webkit.DownloadListener) android/webkit/WebSettings/setDomStorageEnabled(boolean) java/lang/ref/WeakReference/WeakReference(java.lang.Object) java/lang/String/lastIndexOf(java.lang.String) java/io/File/getPath('
't/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/a(android.webkit.ValueCallback,android.webkit.ValueCallback,boolean)','android/content/Intent/createChooser(android.content.Intent,java.lang.CharSequence) java/lang/ref/WeakReference/get() android/app/Fragment/startActivityForResult(android.content.Intent,int) android/app/Activity/startActivityForResult(android.content.Intent,int) android/content/Intent/setType(java.lang.String) android/content/Intent/putExtra(java.lang.String,boolean) android/webkit/ValueCallback/onReceiveValue(java.lang.Object) android/content/Intent/addCategory(java.lang.String) android/content/Intent/Intent(java.lang.String'
't/rignanese/leo/slimfacebook/PictureActivity/a(java.lang.String,boolean)','it/rignanese/leo/slimfacebook/PictureActivity/getString(int) java/lang/StringBuilder/append(java.lang.String) android/app/DownloadManager$Request/setNotificationVisibility(int) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/Toast/show() java/lang/StringBuilder/StringBuilder() android/net/Uri/parse(java.lang.String) android/app/DownloadManager/enqueue(android.app.DownloadManager$Request) android/app/DownloadManager$Request/allowScanningByMediaScanner() java/io/File/getPath() java/lang/StringBuilder/toString() android/app/DownloadManager$Request/setDestinationInExternalPublicDir(java.lang.String,java.lang.String) it/rignanese/leo/slimfacebook/PictureActivity/getApplicationContext() android/app/DownloadManager$Request/DownloadManager$Request(android.net.Uri) android/app/DownloadManager$Request/setTitle(java.lang.CharSequence) android/os/Environment/getExternalStoragePublicDirectory(java.lang.String) android/content/SharedPreferences/getBoolean(java.lang.String,boolean'
't/rignanese/leo/slimfacebook/PictureActivity/a()','it/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/getSettings() android/view/Window/setSoftInputMode(int) android/webkit/WebSettings/setJavaScriptEnabled(boolean) android/webkit/WebSettings/setBuiltInZoomControls(boolean) it/rignanese/leo/slimfacebook/PictureActivity/getWindow() android/webkit/WebSettings/setDisplayZoomControls(boolean) it/rignanese/leo/slimfacebook/PictureActivity/findViewById(int) android/webkit/WebSettings/setLoadWithOverviewMode(boolean) android/webkit/WebSettings/setUseWideViewPort(boolean'
'ndroid/support/v4/c/a/putAll(java.util.Map)','java/util/Iterator/hasNext() android/support/v4/c/a/a(int) java/util/Map$Entry/getKey() java/util/Map/size() java/util/Iterator/next() java/util/Set/iterator() java/util/Map$Entry/getValue() android/support/v4/c/a/put(java.lang.Object,java.lang.Object) java/util/Map/entrySet('
'ndroid/support/v4/widget/SwipeRefreshLayout/onLayout(boolean,int,int,int,int)','android/support/v4/widget/a/layout(int,int,int,int) android/support/v4/widget/SwipeRefreshLayout/getPaddingLeft() android/support/v4/widget/SwipeRefreshLayout/getMeasuredWidth() android/support/v4/widget/SwipeRefreshLayout/getPaddingRight() android/support/v4/widget/SwipeRefreshLayout/getMeasuredHeight() android/support/v4/widget/a/getMeasuredHeight() android/support/v4/widget/SwipeRefreshLayout/getChildCount() android/support/v4/widget/SwipeRefreshLayout/getPaddingTop() android/view/View/layout(int,int,int,int) android/support/v4/widget/a/getMeasuredWidth() android/support/v4/widget/SwipeRefreshLayout/getPaddingBottom('
'ndroid/support/v4/widget/SwipeRefreshLayout/onMeasure(int,int)','android/support/v4/widget/a/measure(int,int) android/support/v4/widget/SwipeRefreshLayout/getPaddingLeft() android/support/v4/widget/SwipeRefreshLayout/getPaddingTop() android/support/v4/widget/SwipeRefreshLayout/getPaddingBottom() android/support/v4/widget/SwipeRefreshLayout/getMeasuredWidth() android/support/v4/widget/SwipeRefreshLayout/getPaddingRight() android/support/v4/widget/SwipeRefreshLayout/getMeasuredHeight() android/support/v4/widget/SwipeRefreshLayout/getChildCount() android/view/View$MeasureSpec/makeMeasureSpec(int,int) android/support/v4/widget/SwipeRefreshLayout/getChildAt(int) android/view/ViewGroup/onMeasure(int,int) android/view/View/measure(int,int'
'ndroid/support/v4/widget/SwipeRefreshLayout/b(float)','android/support/v4/widget/a/setScaleY(float) android/support/v4/widget/a/setScaleX(float) java/lang/Double/isNaN(double) java/lang/Math/abs(float) java/lang/Math/pow(double,double) android/support/v4/widget/a/getVisibility() java/lang/Math/min(float,float) java/lang/Math/max(float,float) android/support/v4/widget/a/setVisibility(int) java/lang/Math/max(double,double'
'ndroid/support/v4/c/c/a(java.lang.Object,java.lang.StringBuilder)','java/lang/Class/getSimpleName() java/lang/StringBuilder/append(java.lang.String) java/lang/String/length() java/lang/System/identityHashCode(java.lang.Object) java/lang/Integer/toHexString(int) java/lang/Class/getName() java/lang/String/lastIndexOf(int) java/lang/String/substring(int) java/lang/StringBuilder/append(char) java/lang/Object/getClass('
't/rignanese/leo/slimfacebook/MessagesActivity/b()','android/webkit/WebSettings/setTextZoom(int) it/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/requestFocus(int) it/rignanese/leo/slimfacebook/utility/MyAdvancedWebView/getSettings() android/view/Window/setSoftInputMode(int) android/content/SharedPreferences/getString(java.lang.String,java.lang.String) android/webkit/WebSettings/setBuiltInZoomControls(boolean) java/lang/Integer/parseInt(java.lang.String) it/rignanese/leo/slimfacebook/MessagesActivity/getWindow() android/webkit/WebSettings/setSupportZoom(boolean) it/rignanese/leo/slimfacebook/MessagesActivity/findViewById(int) android/webkit/WebSettings/setDisplayZoomControls(boolean) android/webkit/WebSettings/setLoadWithOverviewMode(boolean) android/webkit/WebSettings/setUseWideViewPort(boolean'
't/rignanese/leo/slimfacebook/MessagesActivity/c(java.lang.String)','android/content/Intent/Intent(java.lang.String,android.net.Uri) java/lang/StringBuilder/append(java.lang.String) android/content/ActivityNotFoundException/printStackTrace() java/lang/StringBuilder/StringBuilder() android/net/Uri/parse(java.lang.String) android/util/Log/e(java.lang.String,java.lang.String) it/rignanese/leo/slimfacebook/MessagesActivity/startActivity(android.content.Intent) java/lang/StringBuilder/toString() android/content/ActivityNotFoundException/getMessage('
'ndroid/support/v4/widget/b$a/a(android.graphics.Canvas,float,float,android.graphics.RectF)','java/lang/Math/min(float,float) android/graphics/Canvas/rotate(float,float,float) android/graphics/Path/offset(float,float) android/graphics/Path/lineTo(float,float) android/graphics/RectF/centerY() android/graphics/RectF/width() android/graphics/RectF/height() android/graphics/Canvas/restore() android/graphics/Canvas/drawPath(android.graphics.Path,android.graphics.Paint) android/graphics/Path/setFillType(android.graphics.Path$FillType) android/graphics/Paint/setColor(int) android/graphics/Path/reset() android/graphics/Paint/setAlpha(int) android/graphics/Canvas/save() android/graphics/RectF/centerX() android/graphics/Path/Path() android/graphics/Path/close() android/graphics/Path/moveTo(float,float'
'ndroid/support/v4/widget/b$a/a(android.graphics.Canvas,android.graphics.Rect)','android/graphics/Canvas/drawArc(android.graphics.RectF,float,float,boolean,android.graphics.Paint) android/graphics/Rect/height() android/graphics/Paint/setAlpha(int) android/graphics/RectF/centerX() android/graphics/RectF/centerY() android/graphics/RectF/inset(float,float) android/graphics/Canvas/drawCircle(float,float,float,android.graphics.Paint) android/graphics/Rect/centerX() android/graphics/Rect/centerY() android/graphics/Paint/setColor(int) java/lang/Math/max(float,float) android/graphics/RectF/set(float,float,float,float) android/graphics/RectF/width() android/graphics/Rect/width() java/lang/Math/min(int,int'
