@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'k/boinc/androboinc/TasksActivity/onCreateDialog(int)','android/app/AlertDialog$Builder/setView(android.view.View) android/view/LayoutInflater/from(android.content.Context) android/app/AlertDialog$Builder/create() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) android/view/LayoutInflater/inflate(int,android.view.ViewGroup'
'k/boinc/androboinc/AppPreferencesActivity/onCreateDialog(int)','android/app/AlertDialog$Builder/setIcon(int) android/app/AlertDialog$Builder/setTitle(int) android/app/AlertDialog$Builder/setNegativeButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setOnCancelListener(android.content.DialogInterface$OnCancelListener) android/app/AlertDialog$Builder/setView(android.view.View) android/view/LayoutInflater/from(android.content.Context) android/app/AlertDialog$Builder/setNeutralButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/widget/TextView/setText(int) android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) android/view/LayoutInflater/inflate(int,android.view.ViewGroup) android/view/View/findViewById(int) android/app/AlertDialog$Builder/create('
'k/boinc/androboinc/AppPreferencesActivity/onResume()','java/lang/String/valueOf(java.lang.Object) java/lang/StringBuilder/append(java.lang.String) android/content/SharedPreferences/registerOnSharedPreferenceChangeListener(android.content.SharedPreferences$OnSharedPreferenceChangeListener) java/lang/StringBuilder/StringBuilder(java.lang.String) sk/boinc/androboinc/AppPreferencesActivity/findPreference(java.lang.CharSequence) android/preference/ListPreference/setSummary(java.lang.CharSequence) java/lang/StringBuilder/append(java.lang.Object) sk/boinc/androboinc/AppPreferencesActivity/getSharedPreferences(java.lang.String,int) java/lang/StringBuilder/toString() sk/boinc/androboinc/AppPreferencesActivity/getString(int) android/preference/ListPreference/setSummary(int) android/preference/PreferenceActivity/onResume() android/preference/ListPreference/getValue() android/preference/ListPreference/findIndexOfValue(java.lang.String) android/preference/ListPreference/getEntry('
'k/boinc/androboinc/AppPreferencesActivity/updateNetworkStats()','sk/boinc/androboinc/AppPreferencesActivity/getString(int) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/setLength(int) java/lang/String/format(java.lang.String,java.lang.Object[]) android/preference/CheckBoxPreference/setSummaryOn(java.lang.CharSequence) sk/boinc/androboinc/AppPreferencesActivity/getSharedPreferences(java.lang.String,int) java/lang/StringBuilder/toString() android/content/SharedPreferences/getLong(java.lang.String,long) java/lang/Double/valueOf(double) java/lang/StringBuilder/append(long) sk/boinc/androboinc/AppPreferencesActivity/findPreference(java.lang.CharSequence'
'du/berkeley/boinc/lite/TransfersParser/endElement(java.lang.String,java.lang.String,java.lang.String)','java/lang/String/equalsIgnoreCase(java.lang.String) java/lang/Float/parseFloat(java.lang.String) java/lang/StringBuilder/append(java.lang.String) edu/berkeley/boinc/lite/TransfersParser/trimEnd() java/lang/String/equals(java.lang.Object) edu/berkeley/boinc/lite/BaseParser/endElement(java.lang.String,java.lang.String,java.lang.String) java/lang/Integer/parseInt(java.lang.String) java/util/Vector/add(java.lang.Object) java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/Double/parseDouble(java.lang.String) android/util/Log/i(java.lang.String,java.lang.String'
'k/boinc/androboinc/BoincManagerActivity/onStop()','sk/boinc/androboinc/BoincManagerActivity/getTabHost() android/content/SharedPreferences$Editor/commit() android/app/TabActivity/onStop() sk/boinc/androboinc/BoincManagerActivity/isFinishing() android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context) android/content/SharedPreferences$Editor/putString(java.lang.String,java.lang.String) android/content/SharedPreferences/getBoolean(java.lang.String,boolean) android/widget/TabHost/getCurrentTab() android/content/SharedPreferences$Editor/putInt(java.lang.String,int) android/content/SharedPreferences/edit() android/content/SharedPreferences$Editor/remove(java.lang.String'
'k/boinc/androboinc/BoincManagerActivity/onCreateDialog(int)','android/app/AlertDialog$Builder/setTitle(java.lang.CharSequence) android/view/View/findViewById(int) java/lang/StringBuilder/StringBuilder(java.lang.String) android/app/AlertDialog$Builder/setOnCancelListener(android.content.DialogInterface$OnCancelListener) android/view/LayoutInflater/from(android.content.Context) android/app/AlertDialog$Builder/setIcon(int) java/lang/String/valueOf(java.lang.Object) android/app/AlertDialog$Builder/setTitle(int) android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) android/view/LayoutInflater/inflate(int,android.view.ViewGroup) sk/boinc/androboinc/BoincManagerActivity/getString(int,java.lang.Object[]) java/lang/StringBuilder/append(java.lang.String) android/app/ProgressDialog/setOnCancelListener(android.content.DialogInterface$OnCancelListener) android/app/AlertDialog$Builder/setNegativeButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setMessage(java.lang.CharSequence) android/app/AlertDialog$Builder/setView(android.view.View) android/app/AlertDialog$Builder/setMessage(int) android/app/AlertDialog$Builder/create() android/app/ProgressDialog/setCancelable(boolean) android/app/AlertDialog$Builder/setNeutralButton(int,android.content.DialogInterface$OnClickListener) android/app/ProgressDialog/setIndeterminate(boolean) sk/boinc/androboinc/BoincManagerActivity/getString(int) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) java/lang/StringBuilder/toString('
'k/boinc/androboinc/BoincManagerActivity/onCreate(android.os.Bundle)','android/widget/TabHost/newTabSpec(java.lang.String) android/content/SharedPreferences/getString(java.lang.String,java.lang.String) sk/boinc/androboinc/BoincManagerActivity/getTabHost() android/os/PowerManager/newWakeLock(int,java.lang.String) sk/boinc/androboinc/BoincManagerActivity/getSystemService(java.lang.String) android/widget/TabHost/addTab(android.widget.TabHost$TabSpec) sk/boinc/androboinc/BoincManagerActivity/getResources() android/widget/TabHost$TabSpec/setContent(android.content.Intent) android/content/res/Resources/getDrawable(int) sk/boinc/androboinc/BoincManagerActivity/setContentView(int) android/widget/TabHost/setCurrentTabByTag(java.lang.String) android/widget/TabHost/setCurrentTab(int) android/widget/TabHost$TabSpec/setIndicator(java.lang.CharSequence,android.graphics.drawable.Drawable) android/content/Intent/Intent(android.content.Context,java.lang.Class) sk/boinc/androboinc/BoincManagerActivity/getIntent() android/content/Intent/getParcelableExtra(java.lang.String) android/app/TabActivity/onCreate(android.os.Bundle) android/preference/PreferenceManager/getDefaultSharedPreferences(android.content.Context) sk/boinc/androboinc/BoincManagerActivity/requestWindowFeature(int) android/content/SharedPreferences/getBoolean(java.lang.String,boolean) android/content/SharedPreferences/getInt(java.lang.String,int) sk/boinc/androboinc/BoincManagerActivity/getString(int) sk/boinc/androboinc/BoincManagerActivity/getLastNonConfigurationInstance() sk/boinc/androboinc/BoincManagerActivity/getApplication() sk/boinc/androboinc/BoincManagerActivity/getPackageName('
'k/boinc/androboinc/service/ConnectionStatusNotifier/notifyDisconnected(sk.boinc.androboinc.util.ClientId,java.lang.String,boolean)','android/os/Handler/postDelayed(java.lang.Runnable,long) android/content/Intent/Intent(android.content.Context,java.lang.Class) java/lang/String/format(java.lang.String,java.lang.Object[]) android/app/Notification/Notification(int,java.lang.CharSequence,long) android/app/PendingIntent/getActivity(android.content.Context,int,android.content.Intent,int) android/content/Intent/addFlags(int) java/lang/System/currentTimeMillis() android/app/Notification/setLatestEventInfo(android.content.Context,java.lang.CharSequence,java.lang.CharSequence,android.app.PendingIntent) android/app/NotificationManager/notify(int,android.app.Notification) android/content/Context/getString(int) android/content/Intent/putExtra(java.lang.String,android.os.Parcelable'
'k/boinc/androboinc/EditHostActivity$3/onClick(android.view.View)','android/text/Editable/length() android/text/Editable/toString() java/lang/Long/longValue() android/widget/EditText/getText() android/content/Intent/putExtra(java.lang.String,android.os.Parcelable) java/lang/Integer/parseInt(java.lang.String) sk/boinc/androboinc/EditHostActivity/setResult(int,android.content.Intent) android/content/Intent/Intent() sk/boinc/androboinc/EditHostActivity/finish('
