@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'rg/litepal/tablemanager/Dropper/findTablesToDrop()','android/database/Cursor/getString(int) android/database/Cursor/moveToFirst() android/database/Cursor/moveToNext() android/database/sqlite/SQLiteDatabase/query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.String) android/database/Cursor/getColumnIndexOrThrow(java.lang.String) android/database/Cursor/close() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/StringBuilder/toString() android/database/Cursor/getInt(int'
'rg/litepal/litepalsample/adapter/DataArrayAdapter/getView(int,android.view.View,android.view.ViewGroup)','android/widget/LinearLayout/removeAllViews() java/util/Iterator/hasNext() android/widget/TextView/setText(java.lang.CharSequence) java/util/Iterator/next() android/widget/LinearLayout$LayoutParams/LinearLayout$LayoutParams(int,int) android/widget/LinearLayout/addView(android.view.View,android.view.ViewGroup$LayoutParams) android/widget/TextView/setSingleLine(boolean) java/util/List/iterator() android/widget/TextView/setEllipsize(android.text.TextUtils$TruncateAt) android/widget/LinearLayout/LinearLayout(android.content.Context) android/widget/TextView/TextView(android.content.Context) org/litepal/litepalsample/adapter/DataArrayAdapter/getItem(int) org/litepal/litepalsample/adapter/DataArrayAdapter/getContext() android/widget/TextView/setGravity(int'
'rg/litepal/parser/LitePalParser/usePullParse()','org/xmlpull/v1/XmlPullParser/getEventType() org/xmlpull/v1/XmlPullParserFactory/newInstance() org/xmlpull/v1/XmlPullParser/setInput(java.io.InputStream,java.lang.String) java/lang/String/equals(java.lang.Object) org/xmlpull/v1/XmlPullParser/next() org/xmlpull/v1/XmlPullParser/getAttributeValue(java.lang.String,java.lang.String) org/xmlpull/v1/XmlPullParser/getName() org/xmlpull/v1/XmlPullParserFactory/newPullParser() java/lang/Integer/parseInt(java.lang.String'
'rg/litepal/crud/SaveHandler/insertIntermediateJoinTableValue(org.litepal.crud.DataSupport,boolean)','java/util/Iterator/hasNext() java/lang/Long/valueOf(long) org/litepal/crud/SaveHandler/getIntermediateTableName(org.litepal.crud.DataSupport,java.lang.String) java/util/Map/get(java.lang.Object) android/content/ContentValues/put(java.lang.String,java.lang.Long) android/database/sqlite/SQLiteDatabase/delete(java.lang.String,java.lang.String,java.lang.String[]) java/lang/String/valueOf(long) android/content/ContentValues/clear() java/util/Iterator/next() java/util/Map/keySet() java/lang/Long/longValue() android/database/sqlite/SQLiteDatabase/insert(java.lang.String,java.lang.String,android.content.ContentValues) org/litepal/crud/SaveHandler/getForeignKeyColumnName(java.lang.String) android/content/ContentValues/ContentValues() java/util/Set/iterator('
'rg/litepal/crud/SaveHandler/clearFKValueInAssociatedTable(org.litepal.crud.DataSupport)','android/content/ContentValues/putNull(java.lang.String) java/lang/String/valueOf(java.lang.Object) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Iterator/next() android/content/ContentValues/ContentValues() java/util/List/iterator() android/database/sqlite/SQLiteDatabase/update(java.lang.String,android.content.ContentValues,java.lang.String,java.lang.String[]) java/lang/StringBuilder/toString() org/litepal/crud/SaveHandler/getForeignKeyColumnName(java.lang.String) java/lang/StringBuilder/append(long'
'rg/litepal/crud/SaveHandler/updateAssociatedTableWithFK(org.litepal.crud.DataSupport)','java/util/Iterator/hasNext() java/lang/Long/valueOf(long) java/util/Map/get(java.lang.Object) android/content/ContentValues/put(java.lang.String,java.lang.Long) org/litepal/crud/SaveHandler/getWhereOfIdsWithOr(java.util.Collection) org/litepal/crud/SaveHandler/getForeignKeyColumnName(java.lang.String) java/util/Set/isEmpty() android/content/ContentValues/ContentValues() android/database/sqlite/SQLiteDatabase/update(java.lang.String,android.content.ContentValues,java.lang.String,java.lang.String[]) android/content/ContentValues/clear() java/util/Iterator/next() java/util/Map/keySet() java/util/Set/iterator('
'rg/litepal/litepalsample/activity/UpdateSampleActivity$1/run()','android/database/Cursor/getColumnIndex(java.lang.String) org/litepal/litepalsample/activity/UpdateSampleActivity/runOnUiThread(java.lang.Runnable) java/util/ArrayList/ArrayList() android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) android/database/Cursor/getLong(int) android/database/Cursor/close() java/lang/Exception/printStackTrace() java/util/List/clear() java/util/List/add(java.lang.Object) android/database/Cursor/getString(int) android/database/Cursor/moveToFirst() java/lang/String/valueOf(long) android/database/Cursor/moveToNext() java/lang/String/valueOf(int) android/database/Cursor/getInt(int'
'rg/litepal/tablemanager/AssociationUpdater/generateDataMigrationSQL(java.util.Collection,java.lang.String)','java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/util/Iterator/next() java/lang/StringBuilder/StringBuilder() java/util/Set/iterator() java/util/List/add(java.lang.Object) java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/util/List/isEmpty() java/util/List/iterator('
'rg/litepal/tablemanager/AssociationUpdater/findIntermediateTablesToDrop()','java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Iterator/next() java/util/List/add(java.lang.Object) java/lang/StringBuilder/toString() java/lang/String/equalsIgnoreCase(java.lang.String) java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.Object) java/util/List/iterator() java/util/Collection/iterator('
'rg/litepal/tablemanager/AssociationUpdater/findForeignKeyToRemove(org.litepal.tablemanager.model.TableModel)','java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/util/Iterator/next() java/util/List/add(java.lang.Object) java/lang/StringBuilder/append(java.lang.Object) java/util/List/iterator() java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String'
'rg/litepal/tablemanager/AssociationUpdater/clearCopyInTableSchema(java.util.List)','java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/List/isEmpty() java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Iterator/next() java/lang/StringBuilder/append(java.lang.Object) java/util/List/iterator() java/lang/StringBuilder/toString() org/litepal/tablemanager/AssociationUpdater/execute(java.lang.String[],android.database.sqlite.SQLiteDatabase'
'rg/litepal/tablemanager/AssociationUpdater/getForeignKeyColumns(org.litepal.tablemanager.model.TableModel)','java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Iterator/next() java/util/Set/iterator() java/util/List/add(java.lang.Object) java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) org/litepal/tablemanager/AssociationUpdater/isForeignKeyColumnFormat(java.lang.String'
'rg/litepal/util/DBUtility/findPragmaTableInfo(java.lang.String,android.database.sqlite.SQLiteDatabase)','android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) java/lang/StringBuilder/append(java.lang.String) android/database/Cursor/getString(int) android/database/Cursor/moveToFirst() android/database/Cursor/moveToNext() android/database/Cursor/getColumnIndexOrThrow(java.lang.String) android/database/Cursor/close() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/Exception/printStackTrace() java/lang/StringBuilder/toString() java/lang/Exception/getMessage('
'rg/litepal/util/DBUtility/findAllTableNames(android.database.sqlite.SQLiteDatabase)','java/util/ArrayList/ArrayList() android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) java/lang/Exception/printStackTrace() java/util/List/add(java.lang.Object) android/database/Cursor/moveToFirst() android/database/Cursor/moveToNext() java/lang/Exception/getMessage() android/database/Cursor/getColumnIndexOrThrow(java.lang.String) android/database/Cursor/close() java/util/List/contains(java.lang.Object) android/database/Cursor/getString(int'
'rg/litepal/util/DBUtility/isIntermediateTable(java.lang.String,android.database.sqlite.SQLiteDatabase)','java/lang/String/equalsIgnoreCase(java.lang.String) android/text/TextUtils/isEmpty(java.lang.CharSequence) android/database/sqlite/SQLiteDatabase/query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String) java/lang/Exception/printStackTrace() android/database/Cursor/getString(int) android/database/Cursor/moveToFirst() android/database/Cursor/getInt(int) android/database/Cursor/getColumnIndexOrThrow(java.lang.String) android/database/Cursor/close() android/database/Cursor/moveToNext() java/lang/String/matches(java.lang.String'
'rg/litepal/litepalsample/activity/DeleteSampleActivity$1/run()','android/database/Cursor/getColumnIndex(java.lang.String) java/util/ArrayList/ArrayList() android/database/Cursor/getLong(int) android/database/Cursor/close() java/lang/Exception/printStackTrace() java/util/List/clear() java/util/List/add(java.lang.Object) android/database/Cursor/getString(int) android/database/Cursor/moveToFirst() java/lang/String/valueOf(long) android/database/Cursor/moveToNext() android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) org/litepal/litepalsample/activity/DeleteSampleActivity/runOnUiThread(java.lang.Runnable) java/lang/String/valueOf(int) android/database/Cursor/getInt(int'
'rg/litepal/tablemanager/AssociationCreator/createIntermediateTable(java.lang.String,java.lang.String,android.database.sqlite.SQLiteDatabase,boolean)','java/lang/String/valueOf(java.lang.Object) java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/HashMap/HashMap() java/util/List/toArray(java.lang.Object[]) java/util/List/add(java.lang.Object) org/litepal/tablemanager/AssociationCreator/execute(java.lang.String[],android.database.sqlite.SQLiteDatabase) java/lang/StringBuilder/toString() java/util/Map/put(java.lang.Object,java.lang.Object) java/util/ArrayList/ArrayList('
'rg/litepal/tablemanager/AssociationCreator/giveTableSchemaACopy(java.lang.String,int,android.database.sqlite.SQLiteDatabase)','android/database/sqlite/SQLiteDatabase/rawQuery(java.lang.String,java.lang.String[]) java/lang/StringBuilder/append(java.lang.String) android/database/sqlite/SQLiteDatabase/insert(java.lang.String,java.lang.String,android.content.ContentValues) java/lang/Exception/printStackTrace() android/content/ContentValues/ContentValues() java/lang/Integer/valueOf(int) android/content/ContentValues/put(java.lang.String,java.lang.String) java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/toString() android/database/Cursor/close() java/lang/StringBuilder/StringBuilder(java.lang.String) android/content/ContentValues/put(java.lang.String,java.lang.Integer'
'rg/litepal/tablemanager/AssociationCreator/generateCreateTableSQL(java.lang.String,java.util.Map,boolean)','java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/Map/get(java.lang.Object) java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Set/iterator() java/lang/StringBuilder/length() java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/toString() java/util/Iterator/next() java/util/Map/keySet() java/lang/StringBuilder/deleteCharAt(int'
'rg/litepal/litepalsample/activity/ModelStructureActivity$MyArrayAdapter/getView(int,android.view.View,android.view.ViewGroup)','java/lang/reflect/Field/getName() android/view/LayoutInflater/inflate(int,android.view.ViewGroup) android/view/View/findViewById(int) android/widget/TextView/setText(java.lang.CharSequence) android/view/LayoutInflater/from(android.content.Context) java/lang/reflect/Field/getType() org/litepal/litepalsample/activity/ModelStructureActivity$MyArrayAdapter/getItem(int) java/lang/Class/getName() org/litepal/litepalsample/activity/ModelStructureActivity$MyArrayAdapter/getContext('
'rg/litepal/litepalsample/activity/SaveSampleActivity/onClick(android.view.View)','org/litepal/litepalsample/model/Singer/save() java/lang/Boolean/parseBoolean(java.lang.String) android/widget/Toast/makeText(android.content.Context,java.lang.CharSequence,int) android/widget/Toast/show() android/view/View/getId() android/text/Editable/toString() android/widget/EditText/getText() java/lang/Exception/printStackTrace() org/litepal/litepalsample/activity/SaveSampleActivity/getString(int) java/lang/Integer/parseInt(java.lang.String'
'rg/litepal/LitePalBase/getSupportedFields(java.lang.String)','java/lang/Class/forName(java.lang.String) java/util/ArrayList/ArrayList() java/lang/StringBuilder/append(java.lang.String) java/lang/Class/getName() java/lang/reflect/Modifier/isPrivate(int) java/util/List/add(java.lang.Object) java/lang/Class/getDeclaredFields() java/lang/reflect/Field/getModifiers() java/lang/StringBuilder/toString() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/reflect/Field/getType() java/lang/reflect/Modifier/isStatic(int'
'rg/litepal/litepalsample/activity/ModelStructureActivity/analyzeModelStructure()','java/lang/Class/forName(java.lang.String) java/lang/Class/getName() java/lang/reflect/Modifier/isPrivate(int) java/util/List/add(java.lang.Object) java/lang/Class/getDeclaredFields() java/lang/reflect/Field/getModifiers() java/lang/reflect/Field/getType() java/lang/ClassNotFoundException/printStackTrace() java/lang/reflect/Modifier/isStatic(int'
'rg/litepal/util/BaseUtility/capitalize(java.lang.String)','java/lang/StringBuilder/append(java.lang.String) java/lang/String/toUpperCase(java.util.Locale) java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/String/substring(int,int) java/lang/String/substring(int) java/util/Locale/getDefault() java/lang/StringBuilder/toString() java/lang/String/valueOf(java.lang.Object) android/text/TextUtils/isEmpty(java.lang.CharSequence'
'rg/litepal/litepalsample/activity/ModelListActivity/populateMappingClasses()','org/xmlpull/v1/XmlPullParserFactory/newInstance() org/xmlpull/v1/XmlPullParser/setInput(java.io.InputStream,java.lang.String) org/xmlpull/v1/XmlPullParser/getName() java/lang/String/equals(java.lang.Object) org/xmlpull/v1/XmlPullParserFactory/newPullParser() java/util/List/add(java.lang.Object) org/xmlpull/v1/XmlPullParser/next() org/xmlpull/v1/XmlPullParser/getAttributeValue(java.lang.String,java.lang.String) org/xmlpull/v1/XmlPullParser/getEventType('
'rg/litepal/crud/DeleteHandler/deleteAssociatedForeignKeyRows(org.litepal.crud.DataSupport)','org/litepal/crud/DeleteHandler/getForeignKeyColumnName(java.lang.String) java/lang/String/valueOf(java.lang.Object) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/StringBuilder/append(long) android/database/sqlite/SQLiteDatabase/delete(java.lang.String,java.lang.String,java.lang.String[]) java/lang/StringBuilder/toString() java/util/Iterator/next() java/util/Map/keySet() java/util/Set/iterator('
'rg/litepal/crud/DeleteHandler/deleteCascade(java.lang.Class,long)','java/lang/String/valueOf(java.lang.Object) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/util/Iterator/next() java/lang/StringBuilder/append(long) android/database/sqlite/SQLiteDatabase/delete(java.lang.String,java.lang.String,java.lang.String[]) java/util/List/iterator() java/lang/StringBuilder/toString() org/litepal/crud/DeleteHandler/getForeignKeyColumnName(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) org/litepal/crud/DeleteHandler/getTableName(java.lang.Class'
'rg/litepal/crud/DeleteHandler/deleteAssociatedJoinTableRows(org.litepal.crud.DataSupport)','org/litepal/crud/DeleteHandler/getForeignKeyColumnName(java.lang.String) java/lang/String/valueOf(java.lang.Object) java/util/Iterator/hasNext() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/StringBuilder/append(long) android/database/sqlite/SQLiteDatabase/delete(java.lang.String,java.lang.String,java.lang.String[]) java/lang/StringBuilder/toString() java/util/Iterator/next() java/util/Map/keySet() java/util/Set/iterator('
'rg/litepal/tablemanager/Upgrader/findColumnsToRemove()','java/util/ArrayList/ArrayList() java/util/Iterator/hasNext() java/lang/StringBuilder/StringBuilder(java.lang.String) java/util/Set/iterator() java/util/List/add(java.lang.Object) org/litepal/tablemanager/Upgrader/getTableModelFromDB(java.lang.String) java/util/List/iterator() java/lang/StringBuilder/toString() java/lang/StringBuilder/append(java.lang.String) java/util/Iterator/next() java/util/Map/keySet('
'rg/litepal/tablemanager/Upgrader/findColumnsToAdd()','java/util/Set/iterator() org/litepal/tablemanager/Upgrader/getTableModelFromDB(java.lang.String) java/lang/String/equalsIgnoreCase(java.lang.String) java/util/Map/put(java.lang.Object,java.lang.Object) org/litepal/tablemanager/Upgrader/isIdColumn(java.lang.String) java/util/Iterator/hasNext() java/util/Map/get(java.lang.Object) java/util/Iterator/next() java/util/HashMap/HashMap('
