@relation project
 @attribute fqCaller string 
  @attribute fqCalls string 
 @data 
'ndroidx/core/util/DebugUtils/buildShortClassTag(java.lang.Object,java.lang.StringBuilder)','java/lang/System/identityHashCode(java.lang.Object) java/lang/Integer/toHexString(int) java/lang/Class/getName() java/lang/String/lastIndexOf(int) java/lang/String/substring(int) java/lang/StringBuilder/append(char) java/lang/Object/getClass('
'ndroidx/core/view/KeyEventDispatcher/a(android.app.Activity,android.view.KeyEvent)','android/view/Window/getDecorView() android/view/Window/superDispatchKeyEvent(android.view.KeyEvent) android/app/Activity/getWindow() android/app/Activity/onUserInteraction() android/app/Activity/getActionBar() android/view/KeyEvent/getKeyCode() android/view/View/getKeyDispatcherState() android/view/Window/hasFeature(int) android/view/KeyEvent/dispatch(android.view.KeyEvent$Callback,android.view.KeyEvent$DispatcherState,java.lang.Object'
'ndroidx/core/content/res/ComplexColorCompat/a(android.content.res.Resources,int,android.content.res.Resources$Theme)','java/lang/String/hashCode() org/xmlpull/v1/XmlPullParser/getPositionDescription() java/lang/StringBuilder/append(java.lang.String) org/xmlpull/v1/XmlPullParser/getName() java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() org/xmlpull/v1/XmlPullParser/next() java/lang/StringBuilder/toString() android/content/res/Resources/getXml(int) android/util/Xml/asAttributeSet(org.xmlpull.v1.XmlPullParser) org/xmlpull/v1/XmlPullParserException/XmlPullParserException(java.lang.String'
'ndroidx/core/provider/FontsContractCompat/getProvider(android.content.pm.PackageManager,androidx.core.provider.FontRequest,android.content.res.Resources)','java/util/ArrayList/ArrayList(java.util.Collection) java/lang/StringBuilder/append(java.lang.String) java/util/List/size() android/content/pm/PackageManager$NameNotFoundException/PackageManager$NameNotFoundException(java.lang.String) java/util/Collections/sort(java.util.List,java.util.Comparator) java/lang/String/equals(java.lang.Object) java/lang/StringBuilder/StringBuilder() java/util/List/get(int) java/lang/StringBuilder/toString() android/content/pm/PackageManager/getPackageInfo(java.lang.String,int) android/content/pm/PackageManager/resolveContentProvider(java.lang.String,int'
'ndroidx/core/provider/FontsContractCompat/a(android.content.Context,androidx.core.provider.FontRequest,java.lang.String,android.os.CancellationSignal)','android/database/Cursor/getColumnIndex(java.lang.String) java/util/ArrayList/ArrayList() android/content/ContentResolver/query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,android.os.CancellationSignal) android/net/Uri$Builder/Uri$Builder() android/net/Uri$Builder/build() android/database/Cursor/getLong(int) android/database/Cursor/close() android/content/ContentResolver/query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String) android/content/Context/getContentResolver() android/net/Uri$Builder/authority(java.lang.String) android/database/Cursor/moveToNext() android/database/Cursor/getInt(int) java/util/ArrayList/toArray(java.lang.Object[]) android/content/ContentUris/withAppendedId(android.net.Uri,long) android/net/Uri$Builder/appendPath(java.lang.String) java/util/ArrayList/add(java.lang.Object) android/net/Uri$Builder/scheme(java.lang.String) android/database/Cursor/getCount('
'ndroidx/core/text/PrecomputedTextCompat$Params/hashCode()','android/text/TextPaint/isElegantTextHeight() android/text/TextPaint/getLetterSpacing() android/text/TextPaint/getTextScaleX() android/text/TextPaint/getTextLocales() java/lang/Boolean/valueOf(boolean) android/text/TextPaint/getTextLocale() java/lang/Integer/valueOf(int) android/text/TextPaint/getTextSize() android/text/TextPaint/getTextSkewX() android/text/TextPaint/getTypeface() android/text/TextPaint/getFlags() java/lang/Float/valueOf(float'
'ndroidx/core/text/PrecomputedTextCompat$Params/toString()','android/text/TextPaint/isElegantTextHeight() android/text/TextPaint/getLetterSpacing() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) android/text/TextPaint/getTextScaleX() android/text/TextPaint/getFontVariationSettings() java/lang/StringBuilder/StringBuilder(java.lang.String) java/lang/StringBuilder/append(boolean) android/text/TextPaint/getTextLocales() java/lang/StringBuilder/StringBuilder() android/text/TextPaint/getTextLocale() java/lang/StringBuilder/append(java.lang.Object) java/lang/StringBuilder/append(float) android/text/TextPaint/getTextSize() java/lang/StringBuilder/toString() android/text/TextPaint/getTextSkewX() android/text/TextPaint/getTypeface('
'ndroidx/core/text/PrecomputedTextCompat$Params/equalsWithoutTextDirection(androidx.core.text.PrecomputedTextCompat$Params)','android/text/TextPaint/getLetterSpacing() android/text/PrecomputedText$Params/equals(java.lang.Object) android/text/TextPaint/getTextScaleX() android/text/TextPaint/getFlags() android/text/TextPaint/getFontFeatureSettings() android/text/TextPaint/getTextLocale() android/graphics/Typeface/equals(java.lang.Object) java/util/Locale/equals(java.lang.Object) android/text/TextPaint/getTextSize() android/text/TextPaint/getTextSkewX() android/text/TextPaint/getTypeface() android/text/TextPaint/getTextLocales() android/os/LocaleList/equals(java.lang.Object) android/text/TextUtils/equals(java.lang.CharSequence,java.lang.CharSequence'
'ndroidx/versionedparcelable/VersionedParcel/a(int,java.lang.String)','android/os/BadParcelableException/BadParcelableException(java.lang.String) java/lang/IllegalStateException/IllegalStateException(java.lang.String) android/os/NetworkOnMainThreadException/NetworkOnMainThreadException() java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/append(int) java/lang/StringBuilder/StringBuilder() java/lang/UnsupportedOperationException/UnsupportedOperationException(java.lang.String) java/lang/IllegalArgumentException/IllegalArgumentException(java.lang.String) java/lang/RuntimeException/RuntimeException(java.lang.String) java/lang/NullPointerException/NullPointerException(java.lang.String) java/lang/SecurityException/SecurityException(java.lang.String) java/lang/StringBuilder/toString('
'ndroidx/versionedparcelable/VersionedParcel/a(java.io.Serializable)','java/lang/StringBuilder/append(java.lang.String) java/lang/StringBuilder/StringBuilder() java/lang/Object/getClass() java/io/ByteArrayOutputStream/ByteArrayOutputStream() java/lang/Class/getName() java/io/ObjectOutputStream/writeObject(java.lang.Object) java/io/ObjectOutputStream/ObjectOutputStream(java.io.OutputStream) java/lang/RuntimeException/RuntimeException(java.lang.String,java.lang.Throwable) java/io/ByteArrayOutputStream/toByteArray() java/lang/StringBuilder/toString() java/io/ObjectOutputStream/close('
